Paragraph,Labels
"Volume flux/Flow rate remains constant throughout the pipe. This means rate of flow of fluid of liquidis more if cross-sectional area is more, then the velocity will be less,andvice-versa.
But the Av will remain constant.
So the volume which is covered by the fluid at any cross-sectional area is constant throughout the pipe even if pipe has different cross-sectional areas.
The fluid is accelerated while passing from the wider cross sectional area towards the narrower area. This means if area is more the velocity is less and vice-versa.","Definition, Formula, Reasonign"
"Turbulent Flow:

A fluid flow is said to be turbulent if the velocity of the particles vary at any point erratically.
This means fluid particles are moving here and there, they are not moving in organised manner. They all will have different velocities.
Eddies are generated by this flow.Eddies are same as ripples.
All the particles are moving here and there randomly.",Definition
"Bernoulli’s Principle

For a streamline fluid flow, the sum of the pressure (P), the kinetic energy per unit volume (ρv2/2) and the potential energy per unit volume (ρgh) remain constant.
Mathematically:- P+ ρv2/2 + ρgh = constant
where P= pressure ,
E./ Volume=1/2mv2/V = 1/2v2(m/V) = 1/2ρv2
E./Volume = mgh/V = (m/V)gh = ρgh","Definition, Formula"
"Derive: Bernoulli’s equation

Assumptions:

Fluid flow through a pipe of varying width.
Pipe is located at changing heights.
Fluid is incompressible.
Flow is laminar.
No energy is lost due to friction:applicable only to non-viscous fluids.
Mathematically: -
Consider the fluid initially lying between B and D. In an infinitesimal timeinterval Δt, this fluid would have moved.
Suppose v1= speed at B and v2= speedat D, initial distance moved by fluid from to C=v1Δt.
In the same interval Δtfluid distance moved by D to E = v2Δt.
P1= Pressureat A1, P2=Pressure at A2.
Work done on the fluid atleft end (BC) W1 = P1A1(v1Δt).
Work done by the fluid at the other end (DE)W2 = P2A2(v2Δt)
Net work done on the fluid is W1 – W2 = (P1A1v1Δt− P2A2v2Δt)
By the Equation of continuity Av=constant.
P1A1 v1Δt - P2A2v2Δt where A1v1Δt =P1ΔV and A2v2Δt = P2ΔV.
Therefore Work done = (P1− P2) ΔVequation (a)
Part of this work goes in changing Kinetic energy, ΔK = (½)m (v22 – v12) and part in gravitational potential energy,ΔU =mg (h2 − h1).
The total change in energy ΔE= ΔK +ΔU = (½) m (v22 – v12) + mg (h2 − h1). (i)
Density of the fluid ρ =m/V or m=ρV
Therefore in small interval of time Δt, small change in mass Δm
Δm=ρΔV (ii)
Putting the value from equation (ii) to (i)
ΔE = 1/2 ρΔV (v22 – v12) + ρgΔV (h2 − h1)  equation(b)
By using work-energy theorem: W = ΔE
From (a) and (b)
(P1-P2) ΔV =(1/2) ρΔV (v22 – v12) + ρgΔV (h2 − h1)
P1-P2 = 1/2ρv22 - 1/2ρv12+ρgh2 -ρgh1(By cancelling ΔV from both the sides).
After rearranging we get,P1 + (1/2) ρ v12 + ρg h1 = (1/2) ρ v22 + ρg h2
P+(1/2) ρv2+ρg h = constant.
This is the Bernoulli’s equation.


The flow of an ideal fluid in a pipe ofvarying cross section. The fluid in asection of length v1Δt moves to the sectionof length v2Δt in time Δt.",Property
"Bernoulli’s equation: Special Cases

When a fluid is at rest. This means v1=v2=0.
From Bernoulli’s equation P1 + (1/2) ρ v12 + ρg h1 = (1/2) ρ v22 + ρg h2
By puttingv1=v2=0 in the above equation changes to
P1-P2= ρg(h2-h1). This equation is same as when the fluids are at rest.
When the pipe is horizontal.h1=h2.This means there is no Potential energy by the virtue of height.
Therefore from Bernoulli’s equation(P1 + (1/2) ρ v12 + ρg h1 = (1/2) ρ v22 + ρg h2)
By simplifying,P+(1/2) ρ v2 = constant.",Property
"Torricelli’s law

Torricelli law states that the speed of flow of fluid from an orifice is equal to the speed that it would attain if falling freely for a distance equal to the height of the free surface of the liquid above the orifice.
Consider any vessel which has an orifice (slit)filled with some fluid.
The fluid will start flowing through the slit and according to Torricelli law the speed with which the fluid will flow is equal to the speed with which a freely falling bodyattains such that the height from which the body falls is equal to the height of the slit from the free surface of the fluid.
Let the distance between the free surface and the slit = h
Velocity with which the fluid flows is equal to the velocity with which a freely falling body attains if it is falling from a height h.","Definition, Property"
"Venturimeter

Venturimeter is a device to measure the flow of incompressible liquid.
It consists of a tube with a broad diameter having a larger cross-sectional area but there is a small constriction in the middle.
It is attached to U-tube manometer. One end of the manometer is connected to the constriction and the other end is connected to the broader end of the Venturimeter.
The U-tube is filled with fluid whose density is ρ.
A1= cross-sectional area at the broader end, v1 = velocity of the fluid.
A2=cross-sectional area at constriction, v2= velocity of the fluid.",Definition
"By the equation of continuity, wherever the area is more velocity is less and vice-versa.As A1 is more this implies v1 is less and vice-versa.
Pressure is inversely ∝ to Therefore at A1 pressureP1 is less as compared to pressure P2 at A2.
This implies P1<P2 as v1>v2.
As there is difference in the pressure the fluid moves,this movement of the fluid is marked by the level of the fluid increase at one end of the U-tube.",Property
"Practical Application of Venturimeter:

Spray Gun or perfume bottle- They are based on the principle of Venturimeter.
Consider a bottle filled with fluidand having a pipe which goes straight till constriction.There is a narrow end of pipewhich has a greater cross sectional area.
The cross sectional area of constriction which is at middle is less.
There is pressure difference when we spray as a result some air goes in ,velocity of the air changes depending on the cross sectional area.
Also because of difference in cross sectional area there is pressure difference, the level of the fluid rises and it comes out.",Examples
"Dynamic Lift

Dynamic lift is the normal force that acts on a body by virtue of its motion through a fluid.
Consider an object which is moving through the fluid,and due to the motion of the object through the fluid there is a normal force which acts on the body.
This force is known as dynamic lift.
Dynamic lift is most popularly observed in aeroplanes.
Whenever an aeroplane is flying in the air, due to its motion through the fluid here fluid is air in the atmosphere.Due to its motion through this fluid, there is a normal force which acts on the body in the vertically upward direction.
This force is known as Dynamic lift.
Examples:
Airplane wings
Spinning ball in air
Dynamic lift on airplane wings:-

Consider an aeroplane whose body is streamline.Below the wings of the aeroplane there is air which exerts an upward force on the wings.As a result aeroplane experiences dynamic lift.",Examples
"Magnus Effect

Dynamic lift by virtue of spinning is known as Magnus effect.
Magnus effect is a special name given to dynamic lift by virtue of spinning.
Example:-Spinning of a ball.
Case1:-When the ball is not spinning.
The ball moves in the air it does not spin, the velocity of the ball above and below the ball is same.
As a result there is no pressure difference.(ΔP= 0).
Therefore there is no dynamic lift.","Reasoning, Examples"
"Case2:- When the ball is moving in the air as well as spinning.
When the ball spins it drags the air above it therefore the velocity above the ball is more as compared to the velocity below the ball.
As a result there is a pressure difference; the pressure is more below the ball.
Because of pressure difference there is an upward force which is the dynamic lift.",Reasoning 
"Viscosity is the property of a fluid that resists the force tending to cause the fluid to flow.
It is analogous to friction in solids.
Example:-
Consider 2 glasses one filled with water and the other filled with honey.
Water will flow down the glass very rapidly whereas honey won’t.This is because honey is more viscous than water.
Therefore in order to make honey flow we need to apply greater amount of force. Because honey has the property to resist the motion.
Viscosity comes into play when there is relative motion between the layers of the fluid.The different layers are not moving at the same pace.","Definition, Examples"
"Coefficient of Viscosity

Coefficient of viscosity is the measure of degree to which a fluid resists flow under an applied force.
This means how much resistance does a fluid have to its motion.
Ratio of shearing stress to the strain rate.",Definition
"Stokes Law

The force that retards a sphere moving through a viscous fluid is directly ∝to the velocity and the radius of the sphere, and the viscosity of the fluid.
Mathematically:-F =6πηrv where
Let retarding force F∝v where v =velocity of the sphere
F ∝ r where r=radius of the sphere
F∝η where η=coefficient of viscosity
6π=constant
Stokes law is applicable only to laminar flow of liquids.It is not applicable to turbulent law.
Example:-Falling raindrops
Consider a single rain drop, when rain drop is falling it is passing through air.
The air has some viscosity; there will be some force which will try to stop the motion of the rain drop.
Initially the rain drop accelerates but after some time it falls with constant velocity.
As the velocity increases the retarding force also increases.
There will be viscous force Fv and bind force Fbacting in the upward direction.There will also be Fggravitational force acting downwards.
After some time Fg = Fr (Fv+Fb)
Net Force is 0. If force is 0 as a result acceleration also becomes 0.","Definition, Formula"
"Reynolds Number
Reynolds number is a dimensionless number, whose value gives an idea whether the flow would be turbulent or laminar.
Types of flow are classified as 2 types:laminar flow and turbulent flow.
Reynolds number helps us to determine whether the flow is laminar or turbulent.
It is denoted by Re. where ‘e’ shows Reynolds.
Expression: Re=ρvd/ η; 
where ρ = density of the fluid,
v=velocity of the fluid,
d=diameter of the pipe through which the fluid flows
η=viscosity of the fluid.","Refinition, Reasoning"
"If the value of Reynold’s number (Re) reaches 1000 then the flow is laminar.
When the value of Reynold’s number(Re)is greater than 2000 then the flow is turbulent.
If the value of (Re)is between 1000 and 2000 then the flow is unstable.The flow is in intermediate stage. 
At this state it has some characteristics of laminar flow and some of turbulent flow.",Reasoning
"Alternative expression of Re: Inertial force/force of viscosity
By using Re= ρvd/ η
Multiplying both numerator and den by v:- Re= ρv2d/ ηv
By rearranging, ρv2/( ηv/d)
Multiplying both numerator and den by A:- Re= ρv2A/(ηv/d)A 
Where 
ρv2A = Inertial force
(ηv/d)A = Force of viscosity
(a)Calculating inertial force
Inertial force = ma 
=ρV xv/t = (ρVxAxdisplacement)/t
=ρvAv =ρv2A
(b)Calculating Force of viscosity:-
Coefficient of viscosity η =stress/shearing strain 
F/A/(x/lt)
F/A/v/l =Fl/Av
η=Fl/Av
F = ηAv/l
=(ηv/l)A (Expression is same as   )",Property
"Turbulence:boon or bane
Turbulence has both advantages and disadvantages.
Advantages:- 
Promotes mixing and increases the rates of transfer of mass,momentum and energy. For example: - Mixer and Grinder or a juice mixer.
Grinding of flour
Disadvantages:- 
Dissipates Kinetic energy in the form of heat.","Definition, Property"
"Liquid Surfaces
Certain properties of free surfaces:-
Whenever liquids are poured in any container they take the shape of that container in which they are poured and they acquire a free surface. 
Consider a case if we pour water inside the glass it takes the shape of the glass with a free surface at the top.
Top surface of the glass is a free surface. Water is not in contact with anything else,it is in contact with the air only.
This is known as free surfaces.
Liquids have free surfaces. As liquids don’t have fixed shape they have only fixed volume.
Free surfaces have additional energy as compared to inner surfaces of the liquid.
","Definition, Property"
"Surface Energy
Surface energy is the excess energy exhibited by the liquid molecules on the surface compared to those inside the liquid.
This means liquid molecules at the surface have greater energy as compared to molecules inside it. 
Suppose there is a tumbler and when we pour water in the tumbler,it takes the shape of the tumbler.
It acquires free surface.","Definition, Property"
"When molecules are inside the liquid:- 
Suppose there is a molecule inside the water,there will be several other molecules that will attract that molecule in all the directions.
As a result this attraction will bind all the molecules together.
This results in negative potential energy of the molecule as it binds the molecule.
To separate this molecule huge amount of energy is required to overcome potential energy.
Some external energy is required to move this molecule and it should be greater than the potential energy.
Therefore in order to separate this molecule a huge amount of energy is required.
Therefore a large amount of energy is required by the molecules which are inside the liquid.",Reasoning 
"When the molecules are at the surface:- 
When the molecule is at the surface, half of it will be inside and half of it is exposed to the atmosphere.
For the lower half of the molecule it will be attracted by the other molecules inside the liquid.
But the upper half is free. The negative potential energy is only because of lower half.
But the magnitude is half as compared to the potential energy of the molecule which is fully inside the liquid.
So the molecule has some excess energy, because of this additional energy which the molecules have at the surface different phenomenon happen like surface energy, surface tension.
Liquids always tend to have least surface are when left to itself.
As more surface area will require more energy as a result liquids tend to have least surface area.",Reasoning
"Surface energy for two fluids in contact
Whenever there are two fluids,in contact, surface energy depends on materials of the surfaces in contact.
Surface energy decreases if the molecules of the two fluids attract.
Surface energy increases if molecules of the two fluids repel.",Property
"Surface Tension
Surface tension is the property of the liquid surface which arises due to the fact that surface molecules have extra energy.
Surface energy is the extra energy which the molecules at the surface have.
Surface tension is the property of the liquid surface because the molecules have extra energy.
Surface energy is defined as surface energy per unit area of the liquid surface.
Denoted by ’S’.
Mathematically :- 
Consider a case in which liquid is enclosed in a movable bar.
Slide the bar slightly and it moves some distance (‘d’).
There will be increase in the area, (dl) where l=length of the bar.
Liquids have two surfaces one on the bar and other above the bar. Therefore area=2(dl)
Work done for this change =Fxdisplacement.
Surface tension(S)=Surface Energy/area
Or Surface Energy=S x area
=Sx2dl
Therefore S x 2dl =F x d
S = F/2d
Surface tension is the surface energy per unit area of the liquid surface.
It can be also defined as Force per unit length on the liquid surface.
Important: -At any interface (it is a line which separates two different medium) the surface tension always acts in equal and opposite direction and it is always perpendicular to the line at the interface.Schematic picture of molecules in a liquid, at the surface and balance of forces
(a) Moleculeinside a liquid. Forces on a molecule due to others are shown. Direction of arrows indicatesattraction of repulsion. (b) Same, for a molecule at a surface. (c) Balance of attractive (A) andrepulsive (R) forces.","Definition, Property, Formula, Reasoning "
"Consider a molecule which is present completely inside the liquid and if it is strongly attracted by the neighbouring molecules then the surface energy is less.
Consider a molecule which is present partially inside the liquid the force of attraction by the neighbouring molecules is lesser as a result surface energy is more.
Consider a molecule whose very little part is inside the water so very small force of attraction by the neighbouring molecules as a result more surface energy.
Conclusion: - A fluid will stick to a solid surface if the surface energy between fluid and solid is smaller than the sum of energies between solid-air and fluid-air.
This means Ssf( solid fluid) < Sfa(fluid air) + Ssa(Solid air)",Reasoning 
"Why does water stick to glass but mercury doesn’t?
In case of water and glass, water sticks to glass because the surface energy of waterand glass is less than the surface energy between water and air and between glass and air. S.E(w-g)< S.E(w-a)+S.E(g-a)
In case of mercury, Surface Energy between mercury and glass S.E(m-g), Surface energy between mercury and air S.E (m-a), and Surface Energy between air and glass S.E (a-g). E (m-g)> S.E(m-a)+S.E (a-g",Reasoning 
"How detergents work?
Washing alone with the water can remove some of the dirt but it does not remove the grease stains. This is because water does not wet greasy dirt.
We need detergent which mixes water with dirt to remove it from the clothes.
Detergent molecules look like hairpin shape. When we add detergents to the water one end stick to water and the other end sticks to the dirt.
As a result dirt is getting attracted to the detergent molecules and they get detached from the clothes and they are suspended in the water.
Detergent molecules get attracted to water and when water is removed the dirt also gets removed from the clothes.",Reasoning 
"Angle of Contact
Angle of contact is the angle at which a liquid interface meets a solid surface.
It is denoted by θ.
It is different at interfaces of different pairs of liquids and solids.
For example: - Droplet of water on louts leaf. The droplet of water(Liquid) is in contact with the solid surface which is leaf.
This liquid surface makes some angle with the solid surface.This angle is known as angle of contact.","Definition, Examples, reasoning "
"Significance of Angle of Contact
Angle of contact determines whether a liquid will spread on the surface of a solid or it will form droplets on it. 
If the Angle of contact is obtuse:then droplet will be formed.
If the Angle of contact is acute: then the water will spread.
Case1: When droplet is formed 
Consider we have a solid surface, droplet of water which is liquid and air.
The solid liquid interface denoted by Ssl, solid air interface denoted by Ssaand liquid air interface denoted by Sla.
The angle which Ssl makes with Sla. It is greater than the 900.
Therefore droplet is formed.Case 2: When water just spreads 
The angle which liquid forms with solid surface is less than 900.",Reasoning
"Why water and bubbles are drops?
Whenever liquid is left to itself it tends to acquire the least possible surface area so that it has least surface energy so it has most stability.
Therefore for more stability they acquire the shape of sphere, as sphere has least possible area.",Reasoning
"Distinction between Drop, Cavity and Bubble
Drop: - Drop is a spherical structure filled with water. 
There is only one interface in the drop.
The interface separates water and air.
Example:Water droplet.Water droplets
Cavity: -Cavity is a spherical shape filled with air.
In the surroundings there is water and in middle there is cavity filled with air.
There is only one interface which separates air and water.
Example: - bubble inside the aquarium.
 
Bubble: - In a bubble there are two interfaces.One is air water and another is water and air.
Inside a bubble there is air and there is air outside.
But it consists of thin film of water.
Soap bubbles
 
Pressure inside a drop and a cavity
Pressure inside a drop is greater than the pressure outside.
Suppose there is a spherical drop of water of radius ‘r’ which is in equilibrium.
Consider there is increase in radius which is Δr.
Therefore Extra Surface energy = Surface Tension(S) x area 
= Sla x 4π(r+Δr)2 – Slax4πr2
After calculating
Extra Surface energy=8πr Δr Sla
At Equilibrium, Extra Surface energy = Energy gain due to the pressure difference
8πr Δr Sla = (Pi - Po) 4πr2xΔr
where Pi= Pressure inside the drop and Po = Pressure outside the drop.
                        After calculation Pi - Po = 2 Sla/rPressure inside a Bubble
Pressure inside a bubble is greater than the pressure outside.
As bubble has 2 interfaces, Pi-Po=2Sla/r x 2
Therefore, Pi-Po=4Sla/rConclusion: - In general, for a liquid-gas interface, the convex side has a higher pressure than the concave side.","Property, Definition, Reasoning"
"Capillary Rise
In Latin the word capilla means hair.
Due to the pressure difference across a curved liquid-air interface the water rises up in a narrow tube in spite of gravity.
Consider a vertical capillary tube of circular cross section (radius a) inserted into an open vessel of water.
The contact angle between water and glass is acute. Thus the surface of water in the capillary is concave. As a result there is a pressure difference between the two sides of the top surface. This is given by 
(Pi – Po) =(2S/r) = 2S/(a sec θ )= (2S/a) cos θ (i)
Thus the pressure of the water inside thetube, just at the meniscus (air-water interface)is less than the atmospheric pressure.
Considerthe two points A and B. Theymust be at the same pressure, 
P0 + h ρ g = Pi = PA (ii)
where ρ is the density of water,and h is called the capillary
h ρ g = (Pi – P0) = (2S cos θ )/a (By using equations (i) and (ii))
Therefore the capillary rise is due to surface tension. It is larger, for a smaller radius.","Definition, Reasoning "
"Motion:-Rest and Motion are relative terms, nobody can exist in a state of absolute rest or of absolute motion.",Reasoning
One dimensional motion:- The motion of an object is said to be one dimensional motion if only one out of three coordinates specifying the position of the object change with time. In such a motion an object move along a straight line path.,Definition
Two dimensional motion:- The motion of an object is said to be two dimensional motion if two out of three coordinates specifying the position of the object change with time. In such motion the object moves in a plane.,Definition
"Three dimensional motion:-The motion is said to be three dimensional motion if all the three coordinates specifying the position of an object change with respect to time ,in such a motion an object moves in space.",Definition
"Path length :-The path length traversed by an object between two points is not the same as the magnitude of displacement always. The displacement depends only on the end points; whereas the path length depends on the actual path. The two quantities are equal only if the object does not change its direction during the course of its motion. In all other cases, the path length is greater than the magnitude of displacement.",Definition
Average speed :-The average speed of an object is greater than or equal to the magnitude of the averagevelocity over a given interval of time. The two are equal only if the path length is equal to the magnitude of the displacement.,Definition
"Displacement: A displacement is the shortest distance from the initial to the final position of a point P. Thus, it is the length of an imaginary straight path, typically distinct from the path actually travelled by P. A displacement vector represents the length and direction of this imaginary straight path.",Definition
"Speed:It is rate of change of distance covered by the body with respect to time.

",Definition
"Speed = Distance travelled /time taken

",Formula
"Speed is a scalar quantity .Its unit is meter /sec. 
Dimensional formula of speed is [M0L1 T -1 ] .
It is positive or zero but never negative.",Property
"Uniform Speed:-
If an object covers equal distances in equal intervals of time than the speed of the moving object is called uniform speed. In this type of motion, position � time graph is always a straight line",Definition
"Instantaneous speed:-
The speed of an object at any particular instant of time is called instantaneous speed. In this measurement, the time ?t?0. When a body is moving with uniform speed its instantaneous speed = Average speed = uniform speed.",Definition
"Velocity:-
The rate of change of position of an object in a particular direction with respect to time is called velocity. It is equal to the displacement covered by an object per unit time.",Definition
Velocity =Displacement /Time,Formula
"Velocity is a vector quantity
its SI unit is meter per sec. 
Its dimensional formula is [M0L1 T -1 ]. 
It may be negative, positive or zero.
When a body moves in a straight line then the average speed and average velocity are equal.","Property, Definition"
"Acceleration:-The rate of change of velocity of an object with respect to time is called its acceleration.

",Definition
Acceleration = Change in velocity /time taken ,Formula
"It is a vector quantity, Its SI unit is meter/ sec2 Its dimension is [M0L1 T -2 ]. It may be positive ,negative or zero.",Property
"Positive Acceleration:-
If the velocity of an object increases with time, its acceleration is positive",Definition
"Negative Acceleration :-
If the velocity of an object decreases with time, its acceleration is negative . The negative acceleration is also called retardation or deacceleration.","Definition, Property"
Free fall :-In the absence of the air resistance all bodies fall with the same acceleration towards earth from a small height. This is called free fall. The acceleration with which a body falls is called gravitational acceleration (g).Its value is 9.8 m/sec2 .1,"Definition, Property"
"Relative Motion:-
The rate of change of distance of one object with respect to the other is called relative velocity. The relative velocity of an object B with respect to the object A when both are in motion is the rate of change of position of object B with respect to the object A.
Relative velocity of object A with respect to object B, VAB = VA - VB
When both objects are move in same direction, then the relative velocity of object B with respect to the object A,
VBA = VB - VA
When the object B moves in opposite direction of object A .
VBA = VB + VA
","Definition, Property, Formula"
If the position of an object changes with time then it is said to be in motion.,Definition
The total length of the path which has to be traversed by the object is known as path length.,Definition
The change in position is termed as displacement. The displacement magnitude between the same points is proportional to path length.,"Definition, Property"
"When the object’s displacement is equal in equal intervals of time, then it is called uniform otherwise is referred to as non-uniform.

",Definition
The ratio between total path length traversed and the time has taken is called average speed.,"Definition, Formula"
"Whenever the limit of average velocity has an infinitely small time interval, then it is referred to as instantaneous velocity.",Definition
The change in velocity with respect to the time interval within which the change happened is termed as average acceleration.,Definition
"Motion is one of the significant topics in physics. Everything in the universe moves. It might only be a small amount of movement and very-very slow, but movement does happen. Even if you appear to be standing still, the Earth is moving around the sun, and the sun is moving around our galaxy.","Property, "
"An object is said to be in motion if its position changes with time”.
The concept of motion is a re’ live one and a body that may be in motion relative to one reference system, may be at rest relative to another.
","Definition, Property"
"There are two branches in physics that examine the motion of an object.
(i) Kinematics: It describes the motion of objects, without looking at the cause of the motion.
(ii) Dynamics: It relates the motion of objects to the forces which cause them.","Types, defintion"
"Point Object
If the length covered by the objects are very large in comparison to the size of the objects, the objects are considered point objects",Defintion
" Reference Systems
The motion of a particle is always described with respect to a reference system. A reference system is made by taking an arbitrary point as origin and imagining a co-ordinate system to be attached to it. This co-ordinate system chosen for a given problem constitutes the reference system for it. We generally choose a co-ordinate system attached to the earth as the reference system for most of the problems.",Defintion
"Total Path Length (Distance)
For a particle in motion the total length of the actual path traversed between initial and final positions of the particle is known as the ‘total path length’ or distance covered by it.",Defintion
"Types of Motion
In order to completely describe the motion of an object, we need to specify its position. For this, we need to know the position co-ordinates. In some cases, three position co-ordinates are required, while in some cases two or one position co-ordinate is required.
Based on these, motion can be classified as:
(i) One dimensional motion. A particle moving along a straight-line or a path is said to undergo one dimensional motion. For example, motion of a train along a straight line, freely falling body under gravity etc.
(ii) Two dimensional motion. A particle moving in a plane is said to undergo two dimensional motion. For example, motion of a shell fired by a gun, carrom board coins etc.
(iii) Three dimensional motion. A particle moving in space is said to undergo three dimensional motion. For example, motion of a kite in sky, motion of aeroplane etc.","Types, defintion"
"Displacement
Displacement of a particle in a given time is defined as the change in the position of particle in a particular direction during that time. It is given by a vector drawn from its initial position to its final position.",Defintion
"Factors Distinguishing Displacement from Distance
—> Displacement has direction. Distance does not have direction.
—> The magnitude of displacement can be both positive and negative.
—> Distance is always positive. It never decreases with time.
—> Distance ≥ | Displacement |","Property, Relation"
"Uniform Speed and Uniform Velocity
Uniform Speed. An object is said to move with uniform speed if it covers equal distances in equal intervals of time, howsoever small these intervals of time may be.
Uniform Velocity. An object is said to move with uniform velocity if it covers equal displacements in equal intervals of time, howsoever small these intervals of time may be.","Relation, Definiton"
" Variable Speed and Variable Velocity
Variable Speed. An object is said to move with variable speed if it covers unequal distances in equal intervals of time, howsoever small these intervals of time may be.
Variable Velocity. An object is said to move with variable velocity if it covers unequal displacements in equal intervals of time, howsoever small these intervals of time may be.","Relation, definition"
" Average Speed and Average Velocity
Average Speed. It is the ratio of total path length traversed and the corresponding time interval.
Or","Relation, definition"
"Instantaneous Speed and Instantaneous Velocity
Instantaneous Speed. The speed of an object at an instant of time is called instantaneous speed.
Or
“Instantaneous speed is the limit of the average speed as the time interval becomes infinitesimally small”.","Relation, definition"
"Instantaneous velocity
The instantaneous velocity of a particle is the velocity at any instant of time or at any point of its path.
or
“Instantaneous velocity or simply velocity is defined as the limit of the average velocity as the time interval Δt becomes infinitesimally small.”",Definition
" Uniform Acceleration
If an object undergoes equal changes in velocity in equal time intervals it is called uniform acceleration.
• Average and Instantaneous Acceleration
Average Accelerating. It is the change in the velocity divided by the time-interval during which the change occurs.","Defintion, Relation"
Instantaneous Acceleration. It is defined as the limit of the average acceleration as the time-interval Δt goes to zero.,Defintion
"Kinematical Graphs
The ‘displacement-time’ and the ‘velocity-time’ graphs of a particle are often used to provide us with a visual representation of the motion of a particle. The ‘shape’ of the graphs depends on the initial ‘co-ordinates’ and the ‘nature’ of the acceleration of the particle (Fig.)","Defintion, property"
"The following general results are always valid
(i) The slope of the displacement-time graph at any instant gives the speed of the particle at that instant.
(ii) The slope of the velocity-time graph at any instant gives the magnitude of the acceleration of the particle at that instant.
(iii) The area enclosed by the velocity-time graph, the time-axis and the two co-ordinates at ,time instants t1 to t2 gives the distance moved by the particle in the time-interval from t1 to t2.
• Equations of Motion for Uniformly Accelerated Motion
For uniformly accelerated motion, some simple equations can be derived that relate displacement (x), time taken (f), initial velocity (u), final velocity (v) and acceleration (a). Following equation gives a relation between final and initial velocities v and u of an object moving with uniform acceleration a: v = u + at","Property, defintion"
"In some problems it is convenient to take the downward direction as positive, in such case all the measurements in downward direction are considered as positive i.e., acceleration will be +g. But sometimes we may need to take upward as positive and if such case acceleration will be -g.",Property
" Relative Velocity
Relative velocity of an object A with respect to another object B is the time rate at which the object A changes its position with respect to the object B.",Definition
"The relative velocity of two objects moving in the same direction is the difference of the speeds of the objects.
—> The relative velocity of two objects moving in opposite direction is the sum of the speeds of the objects.","Formula, property"
"Fluids. Fluids are those substances which can flow when an external force is applied on it. Liquids and gases are fluids. Fluids do not have finite shape but takes the shape of the containing vessel, The total normal force exerted by liquid at rest on a given surface is called thrust of liquid. The SI unit of thrust is newton. In fluid mechanics the following properties of fluid would be considered (i) When the fluid is at rest - hydrostatics (ii) When the fluid is in motion - hydrodynamics ","Definition, Property"
"Pressure Exerted by the Liquid. The normal force exerted by a liquid per unit area of the surface in contact is called pressure of liquid or hydrostatic pressure. Pressure exerted by a liquid column. p = hρg. Where, h = height of liquid column, ρ = density of liquid and g = acceleration due to gravity. Mean pressure on the walls of a vessel containing liquid upto height h is (hρg / 2).","Formula, Property"
"Pascal’s Law . The increase in pressure at a point in the enclosed liquid in equilibrium is transmitted equally in all directions in liquid and to the Walls of the container. The working of hydraulic lift, hydraulic press and hydraulic brakes are based on Pascal’s law. ","Definition, Reasoning"
"Atmospheric Pressure . The pressure exerted by the atmosphere on earth is atmospheric pressure. It is about 100000 N/m2. It is equivalent to a weight of 10 tones on 1 m2. At sea level, atmospheric pressure is equal to 76 cm of mercury column. Then, atmospheric pressure = hdg = 76 x 13.6 x 980 dyne/cm2 . [The atmospheric pressure does not crush our body because the pressure of the blood flowing through our circulatory system] balanced this pressure.] . Atmospheric pressure is also measured in torr and bar. 1 torr = 1 mm of mercury column. 1 bar = l05 Pa. Aneroid barometer is used to measure atmospheric pressure.","Definition, Formula, Property"
"Buoyancy . When a body is partially or fully immersed in a fluid an upward force acts on it, which is called buoyant force or simply buoyancy. The buoyant force acts at the centre of gravity of the liquid displaced] by the immersed part of the body and this point is called the centre buoyancy. ",Definition
"Archimedes’ Principle. When a body is partially or fully immersed in a liquid, it loses some of its weight. and it is equal to the weight of the liquid displaced by the immersed part of the body. If T is the observed weight of a body of density σ when it is fully immersed in a liquid of density p, then real weight of the body w = T / ( 1 – p / σ). ","Definition, Formula"
"Laws of Floatation . A body will float in a liquid, if the weight of the body is equal to the weight of the liquid displaced by the immersed part of the body.  If W is the weight of the body and w is the buoyant force, then (a) If W > w, then body will sink to the bottom of the liquid. (b) IfW < w, then body will float partially submerged in the liquid. (c) If W = w, then body will float in liquid if its whole volume is just immersed in the liquid, The floating body will be in stable equilibrium if meta-centre (centre of buoyancy) lies vertically above the centre of gravity of the body. The floating body will be in unstable equilibrium if meta-centre (centre of buoyancy) lies vertically below the centre of gravity of the body. The floating body will be in neutral equilibrium if meta-centre (centre of buoyancy) coincides with the centre of gravity of the body. ","Definition, Reasoning"
"Density and Relative Density. Density of a substance is defined as the ratio of its mass to its volume. Density of a liquid = Mass / Volume. Density of water = 1 g/cm3 or l03 kg/m3. It is scalar quantity and its dimensional formula is [ML-3]. . Relative density of a substance is defined as the ratio of its density to the density of water at 4°C, Relative density = Density of substance / Density of water at 4°C = Weight of substance in air / Loss of weight in water. Relative density also known as specific gravity has no unit, no dimensions. For a solid body, density of body = density of substance. While for a hollow body, density of body is lesser than that of Substance. When immiscible liquids of different densities are poured in a container, the liquid of highest density will be at the bottom while, that of lowest density at the top and interfaces will be plane. ","Definition, Formula, Property"
