Paragraph,Labels
"Thomas Young (1800)– Young performed very important experiment known as Young’s double-slit experiment. He was able to prove:
The wave nature of light.
Maxwell(1860)- Maxwellgave the Maxwell’s EM theory of light.
He was able to provethere are visible light in the Electromagnetic spectrum.
He supported the wave nature of light and he also predicted the speed of the light.
After Maxwell, the wave nature of light was accepted and Newton’s corpuscular theory was proved wrong.
Around 1900 some of the scientists observed the photoelectric effect.
In photoelectric effect when the light falls on the metal surface, electrons get ejected from the metal surface.
Einstein explained the photoelectric effect by the particle nature of light.",Reasoning 
"Light: A particle or a wave: Conclusion

Dual nature of light.
Light has both wave as well as particle nature.
Light can behave either as a particle and or a wave depending on the situations.
Dual nature is also shown by electrons.
When particle nature of light is considered then the Photoelectric effect, ComptonEffect, etc. can be considered.
When wave nature of light is considered then wave properties such as interference, diffraction, polarization, etc. are considered.",Property 
"Amplitude: -

Amplitude is the maximum displacement of the elements of the medium from their equilibrium positions as wave passes through them.
It is denoted by A.",Definition
"Phase:-

Phase of a wave describes the state of motion as the wave sweeps through an element at a particular position.",Definition
"Wavelength:-

Wavelength is defined as the minimum distance between two consecutive crests or two consecutive troughs when in the same phase.
It is denoted by λ.",Definition
"Time Period of a wave: -
Time Period of a wave is the time taken through one complete oscillation. It is denoted by ’T’.",Definition
"Frequency of a wave:-
Frequency of a wave is defined as number of oscillations per unit time. It is denoted by ν.
ν=1/T.",Definition
"Consider two points A and B on a wave. Their positions as well as their behaviour are same. Therefore points A and B are in phase.
Consider the points F and G their positions are same but the behaviour is totally opposite. So F and G are out of phase.",Reasoning 
"Wavefront

Wave front is defined as locus of all points having same phase at a given instant of time.
The shape of wavefront depends on the shape of the source of disturbance.
A wavefront is always normal to the light rays.
A wavefront does not propagate in the backward direction. There are 3 types of wavefronts:-
Spherical wavefront(spherical in shape)
Plane wavefront(linear in shape)
Cylindrical wavefront(cylinder in shape)","Definition, Reasoning "
"Spherical Wavefront

When the source of light is a point source the wavefront formed will be spherical wavefront.
Point source means the source of light is so small that it is considered as point. It can be considered as dimensionless.
For example: - Ripples in water are in the form of concentric circles which are spherical wavefronts.","Definition, Examples"
"Plane Wavefront

When the small part of a spherical or cylindrical wavefront originates from a distant source like infinity then the wavefront which is obtained is known as plane wavefront.
For example: -Rays coming from infinity like Sun.","Definition, Examples"
"Cylindrical Wavefront

When the source of disturbance is a slit (i.e. line source) then the wavefront is cylindrical because all the points are equidistant from the source and they lie on the surface of the cylinder.
For example: - In the figure we can see when rays of lightfall on a lens after coming out of lens, they will converge at a point.
The waves are bending and converging at a point so the shape of the wavefront is in the form of cylinder.
Many concentric circles are formed and the wavefront is in the form of cylinder.","Definitoin, Examples"
"Huygens Principle

Huygens principle states that each point of a wavefront is the source of secondary wavelets (small waves) which spread in all directions with the speed of the wave.
The new wavefront is formed by drawing a line tangent to all the wavelets.",Definition
"For example:-

If a stone is thrown in the river,waves will be formed surrounding that point.
These waves look like concentric circles and they are known aswavefronts.
The wavefronts gradually spread in all the directions.
When the locus of all the waves is joined which are in the same phase, it will be the same as a sphere, and are known as Primary wavefront.
Secondary wavefront are formed fromeach point on the Primary wavefront.
The common tangential line that envelopes these secondary wavefronts will further give rise to other secondarywavefronts.
All wavefronts will gradually fade after some time.
Conclusion: - According to Huygens principle, every point on a wavefront give rise to secondary wavelets which spread out in all the directions with the speed of a wave.",Examples
"Using Huygens principle we can determine the new position of the wavefront after time t.
Mathematically: To calculate the new position of the wavefront after time t.
Let the initial time ti =0.
Each wave will travel =vt1where v=speed of the wave.
Distance travelled by each wave is equal to the radius of the sphere.
Therefore radius of sphere = v t1.
Common tangent joining all the spheres will give the position of the new wavefront at time t=t1.
There are 2 possibilities: - outer tangent and inner tangent.
The amplitude of the back wave is 0. Therefore the back wave is neglected and the forward wave was considered.
New wave front will arise from each point on the outer wavefront.
Therefore the distance covered by these wavefronts = vt2.
And again spheres will be obtained and by drawing common tangent will tell the position of all the new wavefront after time t2.
Again back wave is neglected and forward wavefront is considered.
This shows the wavefront keep on spreading with time.",Reasoning 
"Reflection of plane waves

When all the points on an incident wave which are in same phase are considered together, incident wave front will be obtained.
After reflection incident waves will bounce back.
Waves which are lighter will touch the surface before the waves which are denser.
Let the time taken by some portion of wavefront to interact with the boundary is τ.
As soon as incident wavefront touches the boundary, every point on the incident wavefront will give rise to secondary wavelets.
The wavefront for the secondary wavelets will be a sphere.
After some time t1 incident ray is at some other point, again it will give rise to wavefront.
Radius of the wavefront = velocity (speed) of the wave x time taken=vxτ.
When other points interact with the boundary gradually, both τand radius will keep decreasing.
As a result the tangent of all these points will give rise to reflected wavefront.
Mathematically:-
Speed of the wave =v
Time taken by B to reach point C i.e. BC= vx τ
At point A it will give rise to secondary waves, therefore radius=vτ.
After some time τ will keep on decreasing.
Therefore as it moves towards the point C the radius of the sphere (wavefront) will keep on decreasing.
If a tangent is drawn then a reflected wavefront is obtained.","Definitoin, Reasoning"
"Refraction of plane waves

In refraction, when any point of the incident wavefront interacts with boundary, secondary waves are generated and they will have some velocity.
Case 1: Rarer medium to denser medium:-
The waves generated in medium 1 will have velocity as v1τ.
Waves in denser medium will have lesser velocity as compared to velocity in rarer medium.It is given as v2τ.
The wavefront will not be a circle as the waves in two different mediums are travelling with different velocities.
To prove Snell’s law:-
Consider two triangle’s ABC and AEC :-
In triangle ABC sin i= (BC/AC) and sin r=(AE/AC)
 By dividing (sin i/sin r) = (BC/AC) x (AC/AE)
Therefore (sin i/sin r) = (BC/AE) =(v1τ) /(v2τ)
=> (sin i/sin r) =(v1/v2)
Refractive index n; =(c/V) 
Where c = velocity of light in vacuum and V=velocity of light in medium.
Therefore (sin i/sin r) = (c/n1)/(c/n2)
Where n1 and n2 are the refractive index in medium 1 and 2 resp.
Snell’s law (sin i/sin r) = (n1/ n2). Hence proved.
Case 1: Angle of incidence is greater than angle of refraction, i>r
Light rays bend towards the normal when it travels from rarer medium to denser medium.
=> v1> v2
Where v1 = velocity in denser medium and v2 =velocity in rarer medium.
Case 2: Angle of incidence is less than angle of refraction, i<r.
Light rays bend away from the normal when it travels from denser medium to rarer medium.
=>v1< v2
Conclusion: Velocity in rarer medium > Velocity in denser medium.
This is contrary to Newton’s theory.
Huygens theory was able to prove all the laws of refraction. That is why his theory was accepted.
Case 2:- Denser medium to rarer medium.
In refraction any point of the incident wavefront interacts with boundary, secondary waves will be formed and these secondary waves will have some velocity.
Velocity in denser medium is lesser than the velocity in the rarer medium, i.e.v1< v2.
=> Radius of wavefronts in rarer medium < Radiusof wavefronts in denser medium.","Definition, Reasoning "
"To prove Snell’s law:-
Consider two triangle’s ABC and AEC :-
In triangle ABC sin i= (BC/AC) and sin r=(AE/AC)
 By dividing (sin i/sin r) = (BC/AC) x (AC/AE)
Therefore (sin i/sin r) = (BC/AE) =(v1τ) /(v2τ)
=> (sin i/sin r) =τ.
Refractive index n; =(c/V) 
Where c = velocity of light in vacuum and V=velocity of light in medium.
Therefore (sin i/sin r) = (c/n1)/(c/n2)
Where n1 and n2 are the refractive index in medium 1 and 2 resp.
Snell’s law (sin i/sin r) = (n1/ n2). Hence proved.
Angle of incidence is less than angle of refraction, i<r.
=> v1< v2.
Special case: - If i = iC => r = 900 . In this case there will be no refraction and total internal reflection takes place.
Where iC= critical angle.",Reasoning 
"Prism:-
Consider when the light waves are coming from a source which is at infinity.
The wavefront will be plane wavefront.
When these wavefront passes through prism, the light waves and also the wavefront.
This shows the reflected wavefront.",Reasoning 
"Convex Lens(Converging Lens):-
Consider the incident wavefrontpassing through a convex lens.
The incident wavefront will converge at focus.
As the light rays changes its direction, the wavefront will also change as a result a curved wavefront is obtained.",Definition
"Concave mirror:-
The concave mirror converges the incident wavefront at the focus which is at the same side.
Effects ofPrism,convex lens and concave mirrorcan be explained in terms of wave front.
According to Huygens velocity of the light in the denser medium is lesser than the velocity in the rarer medium.
In a prism or convex lens, velocity of wavefront inside them is lesser than the velocity outside.
Consider the fig the wave (1) will travel a very little portion of the denser medium whereas wave (2) will travel more portion of the rarer medium.
This means the velocity of wave (2) is less for longer period of time because of which they take more time to come out of the prism.
Wave (1) travel with lesser speed for small amount of time. So they reach faster.
In case of convex lens the waves which are in middle will travel maximum portion of the denser medium. Therefore they travel more time in the denser medium.
They have less velocity as a result they will take more time as compared to the waves at the edges.
As the lens is thinner at both the edges.","Definition, Reasoning "
"Doppler’s effect

Doppler Effect is the shift in frequency of light when there is relative motion between the source and observer.
It is used to measure the speed of a receding object.
When the source is moving away from the observer then the wavefronts have to travel a greater distance to reach the observer.
When a star is moving away from the earth the wavelength in the middle of the visible region of the spectrum moves towards the red end of the spectrum.
As a result star looks more reddish when moves away from the earth.
This is known as red shift phenomenon.
When the waves are received from a sourcemoving towards the observer, there is an apparent decrease in wavelength. This is called blue shift.
The fractional change in frequency (Δν/ν)=(–vradial/c),
Where vradial= component of the source velocity along the line joining the
observer to the source; vradial is considered positive when the source moves away from the observer.
Thus, the Doppler shift can be expressed as:
(Δν/ν) = (–vradial/c);
It is valid when the speed of the source is small compared to that of light.","Definition, Formula"
"Coherent & Incoherent sources

Coherent sources are those sources of light which emit waves that have same frequency and zero or constant phase difference.
Suppose if there are 2 sources S1 and S2 are coherent sources if there frequencies are same and also phase difference between them is either 0 or constant.
Phase difference should not change.
 

For example:-Laser light.
Incoherent sources are those which sources of light which emit waves that have random frequencies and phase differences.
There is no relationship between the waves in terms of frequencies and phase difference.
For example:-Electric bulb, night lamp.","Definitoin, Examples"
"Superposition of waves

Superposition of waves is defined as the resultant displacement produced by a number of waves is the vector sum of displacements produced by each of them.
Two 2 different waves add up to form a single wave and whose displacement will be given by vector sum of individual waves.
There are 2 types of superposition:-
Constructive overlap:-When two waves overlap to produce a bigger wave that is known as constructive overlap.
Either two crests or two troughs overlap to form a bigger wave.
For constructive overlap both the waves are in phase with each other.
Destructive overlap:-There will no resultant wave when 2 out of phase waves overlap together.",Definition
"Constructive Overlap

Case 1:-
Consider two coherent sources S1 and S2emitting light waves of same frequency and constant phase.
The wave fronts of both the sources will overlap with each other.
Consider a point P as in the figure to calculate the intensity of disturbance.
The distance of point P from S1 and S2 is same. Therefore S1P=S2
Let the light wave emitted by wave at S1 y1=a cosωt
Where a=amplitude of the wave,y1 =displacement of the wave and cosωt =phase.
Light wave emitted by at S2 y2=acosωt
Intensity of both the waves =I0∝a2 (equation (1))
Resultant displacement of the wave formed by the superposition of the waves
y=y1+y2 =2acosωt
Intensity I ∝ (Amplitude)2
I ∝ (2a)2 => I ∝4a2 where Amplitude=2a.
I=4 I0 using equation(1)
This means the intensity at point P will be four times the intensity of the individual sources.",Definition
"Conclusion: -
If a point is equidistant from two sources then the
Amplitude as well as the intensity increases.
Path difference is defined as the difference in the paths from both the sources to a particular point.
This implies S2P - S1P =0.
If the path difference is 0 then it will be constructive overlap.
Case 2:- Considering a point Q which is not equidistant from the 2 sources and the path difference S1Q - S2Q = 2λ(integral multiple)
=> As S1Q > S2Q therefore the waves originating from S1 have to travel a greater path than S2.
Therefore waves from S2 will reach exactly 2 cycles earlier than waves from S1. Waves reach at S2early by 2λ as compared to S1.
One cycle corresponds to λ and two cycles correspond to 2λ.
Let the light wave emitted by wave at S1, y1=a cosωt
Where a=amplitude of the wave,y1 =displacement of the wave and cosωt =phase.
Light wave at S2, y2=acos(ωt -4 π) =a cosωt
(Path difference)λ =>2 π (phase difference),therefore 2λ=4π.
This shows y1 and y2 are in phase with each other.
Resultant y=y1+ y2 =2acosωt.
This shows constructive overlap happened when the path difference is 0 or when it is 2λ.
The intensity I =4I0.
Path difference =n λ; where n=0, 1, 2, 3…",Reasoning 
"Destructive overlap

S1R-S2R=-2.5λ or S2R - S1R =2.5λ
This means the waves from S1 will take exactly 2.5λ cycles earlier than S2.
It is non integral multiple of λ.
Let the light wave emitted by wave at S1 , y1=a cosωt
Where a=amplitude of the wave,y1 =displacement of the wave and cosωt =phase.
Light wave emitted by S2, y2=acos(ωt+5π) = -a cosωt
(Path difference)λ =>2π(phase difference),therefore 2.5λ=5 π.
Therefore y=y1+ y2 =a cosωt – a cosωt =0.
Resultant Intensity I=0.
This shows when the path difference is non integral of λ then destructive overlap takes place and resultant intensity is 0.
Path difference=(n+(1/2)) λ","Formula, Reasoning"
"Coherent & Incoherent Addition of waves

Consider 2 waves; first wave y1=a cosωt and second wave y2=a cos (ωt+Φ)
WhereΦ =phase difference between the 2 waves.
Intensity of both the waves = I0 and I0∝a2
Resultant displacement y=y1+ y2 =a cosωt + a cos(ωt + Φ)
=2acos(Φ/2) + cos(ωt+(Φ/2))
[using cosA + cosB=2cos((A+B)/2) +cos((A-B)/2)]
Where amplitude = 2acos(Φ/2)
Also I ∝4a2 cos2(Φ /2) (becauseI ∝ (Amplitude)2)
I =4I0 cos2 (Φ/2) where a2=I0.
Conclusion:-

            1.In case of constructive overlap path difference =nλ and phase difference

Φ=0, (+-)2π, (+-)4π…

In case of destructive overlap path difference =(n+(1/2))nλ and phase difference =(+-) 3π,(+-) 5π…
","Reasoning, Formula"
"Interference

Interference is a phenomenon of superposition of 2 waves to form a resultant wave of greater, lower or the same amplitude.
When the crest of a wave overlaps the crest of another wave of the same frequency at the same point, then the resultant amplitude will be the sum of the amplitudes of individual waves. Then it is known as constructive interference.
Amplitude of the resultant wave will be more as compared to the amplitude of individual waves.
When the crest of one wave meets the trough of another wave,then the resultant amplitude is given as difference of the two individual amplitudes.Then it is known as destructive interference.
Amplitude of the resultant wave will be less as compared to the amplitude of individual waves.
For example:-
If two stones are dropped in the river,ripples or wavesare generated by both stones.When both the waves overlap,there will be maximum displacement when the waves are in phase and there will be no displacement when they are out of phase.","Definitoin, Examples"
"Young’s double slit experiment (YDSE)

The Young’s experiment shows that matter and energy can display both wave and particle characteristics.

Purpose of double slit experiment is as follows:-

In order to prove the wave nature of light.
To explain the phenomenon of interference.
Two coherent sources of light were taken in order to maintain the 0 or constant phase difference between the sources of light.

Experimental set-up1:-
Young took an ordinary source of light(S) such as light bulb.
The light was made to pass through a very small slit S (which was comparable with the wavelength of light).
The light coming from Source S was made to pass through two small slits S1 and S2 which were separated by a very small distance d.
One screen was kept in front of these 2 sources.
Observation1:-

He observed alternate dark and light bands were formed on the screen.
Setup 2:-

Now he took 2 light bulbs i.e. 2 non coherent sources of light and placed a screen in front of them.
Observation 2:-

He observed there were no alternate bands of light formed on the screen.
Conclusion:-
When coherent sources of light were taken then the phenomenon of interference is taking place.
When non-coherent sources were taken phenomenon of interference was not taking place.
The source S illuminated the sources S1 and S2 as a result the light from S1 and S2 become coherent.
S was the source of bothS1 and S2, therefore if there is any change in the phase of the source there will be change in the both sources also.
Therefore both S1 and S2 will be always in phase with each other.",Reasoning
"Why alternate sources of light bands were seen

When the ordinary light source was made to pass through small slit then the wavefront of semicircle shape will be formed.
Wavefronts are in semicircle shape because of obstacles on both the sides.
In the figure red bands represents crests and yellow represents troughs.
When these wavefronts passes through the 2 small slits again the wavefronts will arise.
There will be points where red and yellow will also overlap with each other.
Red + Yellow and Yellow + Red à  Destructive interference à Intensity low
Yellow + Yellow and Red + Red à Constructive interference à Intensity high
Because of constructive and destructive interference there are alternate dark and light bands seen on the screen.
Conclusion: -
When the light wave is originating from the 2 coherent sources they overlap with each other both constructively and destructively.
As a result alternate light and dark bands of light is shown on the screen.
This phenomenon of overlapping of light waves giving rise to regions of higher amplitude and regions of lower amplitudeis known as interference.
Interference is a property related to the wave nature of the light.
Young’s Double slit experiment proved that the light is of wave nature which was proposed by Huygens principle.
 

Important resultsdrawn from the above experiment:-
Bands were formed as a result of interference and interference was due to the overlapping (either constructive or destructive) of waves.
Constructive and destructive overlapping depends on the path difference.
If the path difference is integral multiple of λ = constructive interference.
If path difference is non integral multiple of λ =destructive interference.
Calculation of path difference

Let S1 and S2 are the sources and consider a point P where we have to calculate the intensity.
Path difference = S2P-S1P
Using Pythagoras theorem :- (S1P) 2 = D2 + (x-(d/2)) 2 equation(1)
Where D=distance of the screen from 2 slits, x= position of the point where intensity has to be found.
Similarly (S2P)2 = D2+ (x+(d/2)) 2 equation(2)
Where d=distance between the 2 small slits.
Subtracting (2) and (1) => (S2P)2 - (S1P) 2 =(x+(d/2)) 2 - (x-(d/2)) 2
On simplifying (S2P)2 - (S1P) 2 =2xd
=> (S2P+S1P)(S2P- S1P)=2xd
=>(S2P- S1P) =(2xd)/(S2P+S1P)
If d<<D ; x<<D(screen is placed quite far away from the slit arrangement)
=> (S2P+S1P) (are almost same as D).
=> S2P+S1P =2D
Therefore (S2P- S1P) = (2xd)/(2D)
Path difference =(xd)/(D)Equation(2)
 

Observation:-

Light from coherent sources produced alternate dark and bright bands on the screen placed some distance away from it.",Reasoning
The alternate dark and red bands which are obtained on the screen are known as fringe pattern and the alternate dark and bright bands are known as fringes.,Definition
"Bright Bands:-
Bright bands are formed as a result of constructive interference and they are the positions of maximum intensity.
Condition for maximum intensity:-
Path difference =n λ.
=>(xd/D) = nλ using Equation(2)
=>xn = ((n λ D)/d) where xn=position of nth bright band.
When n=0 then it will be central bright band.","Definition, Formula"
"Dark Bands:-
Dark bands are formed by the destructive interference and they are the positions of minimum intensity.
Condition for destructive interference:-
Path difference =(n+(1/2))λ
=> (xd/D) = (n+ (1/2)) λ.
=>xn=(n+ (1/2)) (λD/d)
Where xn=position of nth dark band.","Deinition, Formula"
" Fringe width:-

Fringe width is the distance between consecutive dark and bright fringes.
It is denoted by ‘β’.
In case of constructive interference fringe width remains constant throughout.
It is also known as linear fringe width.
Angular Fringe width:-

It is the angle subtended by a dark or bright fringe at the centre of the 2 slits.
It is denoted by ‘θ’.
Mathematical Expression for fringe width(β):-
xn =((nλD)/d)
xn+1 =(((n+1)λD)/d)
β =xn+1 - xn
=(((n+1) λD)/d) – ((nλD)/d)
=>β = (λD/d)
Therefore fringe width depends on:-
(λ)Wavelength of the light used, (D) distance of the screen from the slits and (d) distance between two slits.
Mathematical Expression forangular fringe width(θ):-
θ =(β/D)
θ = (λD)/(d D)
θ = (λ/d)","Definition, Formula"
"Conclusion of Young’s double slit experiment

Central fringes gets shifted by – θ if the source gets shifted by θ.
If the source S is shifted by some angle θ, there will be no change in fringe pattern. The central fringe will get shifted in the opposite direction.
Intensity of the fringes increase if point sources are replaced with slits.
If there are slits instead of point source then more light waves will be able to pass through the slits.
As a result stronger wavefronts are formedwhich give rise to even greater intensity fringes.","Definition, Reasoning"
"Sustained Interference

Sustained interference means positions of maxima and minima of light intensity remain fixed throughout the screen.
The intensity of the light remains same throughout.
In case of sustained interference the phenomenon of interference is permanent.
Therefore sustained interference is also known as permanent interference.",Definition
"Conditions for sustained interference:-

Sources should be coherent.
If the sources are not coherent then there will no fixed pattern of constructive and destructive interference.
Sources should be very close to each other.
Sources should be point sources.
If the sources are not point then the distinction between bright and dark bands won’t be clear.
Amplitudes from sources should be equal.
If amplitudes are not same then the intensity of the pattern formed will also vary. It won’t be fixed.",Causes
"Diffraction

Diffraction is the phenomenon by virtue of whichlight bendswhile passing through aslit or an opening.
The extent of bending depends upon the diameter of the slit.
Both Interference and Diffraction are closely related to each other.
Young replaced the two slits by a single slit in his single slit experiment.Therefore this experiment is also referred as Young’s single slit experiment.
When the light passed through one slit a different type of pattern was observed on the screen.
The pattern which was observed had a central maximum band and which was very wide as compared to interference pattern.
There were alternate dark and bright bands and their intensity was decreasing on both the sides.
The central maxima,was very wide whereas corresponding secondary maxima and minima were reduced in the intensity.
The change in the pattern was formed due to diffraction instead of interference.
Conclusion:-

Broad central bright band.
Alternate dark and bright bands on either side.
Intensity was decreasing on both sides.
","Definition, Reasoning"
"
Diffraction Fringe Pattern

In diffraction there is an incoming wave which passes through a single slit and as a result diffraction pattern was obtained on the screen.
  

Diffraction pattern Maxima

The incident wavefront is parallel to the plane of the slit. This shows they are in phase with each other.
From the given figure:-
Path difference =NP – LP
=>NQ = a sinθ where a=width of the slit.
The slit was divided into smaller parts M1, M2, N and L, and when contribution from each part is added up.
At the central point θ =0. This implies path difference =0.
This means all the parts of the slit will contribute completely. Therefore the intensity is the maximum.
Central Maximum occurs at θ =0.
 

Problem:-The light of wavelength 600nm is incident normally on a slit of width 3mm.Calcluate the linear width of central maximum on a screen kept 3m away from the slit?

Answer:-

Wavelength λ =600nm =600 x10-9m.

Width of the slit a =3mm=3x10-3m.

Distance of the screen D=3m.

Condition for minima:-a sinθ =nλ

=>a sin θ =λ

=>sin θ = (λ/a) = (600 x10-9)/ (3x10-3)

=>θ =(600 x10-9)/(3x10-3)

=>(x/D) = (600 x10-9)/ (3x10-3)

=> x= (600 x 10-9 x3)/ (3 x10-3)

x=600 x 10-6m.

Therefore width =2x = 1200 x 10-6m

Width = 1.2 mm

Diffraction pattern Secondary Maxima

Scientist Fresnel found that secondary maxima occurred when the value of θ is:

θ =(n+(1/2)) (λ/a)
For n=1 =>θ =(3λ)/(2a) = (1.5λ/a) (equation 1)
Where = (3λ)/ (2a) it lies midway between 2 dark fringes.
Suppose if the slit is divided into 3 parts ,
Consider the first 2/3rd part of the slit ,
Path difference = (2/3) a x θ
=(2/3) a x(3λ/2a) using (equation 1)
Path difference =λ.
The λ is getting divide into 2 halves with path difference =λ/2 and λ/2.
Each of λ/2 gets cancel with another λ/2.
Contribution from (2/3rd) part gets cancel out with each other.
Therefore only (1/3rd) contributes to I(Intensity).
Intensity ≠ 0.
Intensity is reduced.
For n=2 => θ =(5 λ)/(a)
Only (1/5th) part will contribute.
For n=3 =>θ =(7 λ)/(2a)
Only (1/7th) part contributes.
 

Slit divided into 3 parts

 

Diffraction pattern for Minima

Condition to get minima on the diffraction pattern:
θ = (n λ/a); n= (+-) 1, (+-2)…
For n=1, =>θ = (λ/a)
Suppose the slit is divided into small parts. For every M1in the portion LM there exists another M2 in MN.
From the figure it is clear that the contribution from all elements inLM (M1) will cancel out the contribution from all elements MN (M2).
Therefore net intensity I=0 at θ = (λ/a).
Minima occur at θ = (nλ/a). => aθ =nλ
=> a sinθ =nλ.
Path difference = (nλ/a).
Minima will occur ata sin θ =n λ. Where a =width of the slit,λ = wavelength of the light used.","Definiiton, Reasoning"
"Interference & Diffraction: Conservation of energy

Interference and diffraction phenomenon both obey the principle of conservation of energy.
Light energy is neither lost nor gained. Light energy is redistributed.
Total energy is conserved.",Definition
"Resolving Power of Optical instruments

Resolving power is defined as the inverse of the distance between two objects which can be just resolved when viewed through the optical instrument.
Optical instruments should be able to display two separate images as distinct two separate images.
Suppose if we are seeing 2 stars in the sky using telescope, and they are very closely placed to each other, they should not be displaced as one star.
Instead they should be displaced as two separate stars. The ability to see them as separate 2 stars is known as resolving power.
For example: -
Consider 2 rooms one is lit and another is dark.The room which is lit we are able to see everything clearly whereas in second room we are not able to see properly.
This is because the resolving power with which we are viewing second room is not good.
If the resolving power is better the image will be clearer.So everything can be seen clearly.","Definition, Examples"
"Whenever magnification increases the resolution decreases.
Resolution à Clarity or distinctness of two different objects.
Magnification à Enlargement of the size of an object.",Definition
"Diffraction in resolving power of telescope

In telescope resolving power plays an important role.
In telescope there are 2 lenses one is objective lens and other is eye-piece.
The purpose of objective lens to create an image at the second focal length of the objective and the first focal length of eyepiece.
The image which iscreated will be inverted and diminished.
The purpose of eye-piece is just to enlarge the image formed by the objective lens at the focal length.
The purpose of objective lens is to resolve images as distinct.
For example: -
If we are viewing 2 different stars the purpose of objective lens will be to resolve the stars as 2 distinct stars.
Whenever a ray of light passes through the objective lens it should get focus at a particular point.
But because of the phenomenon of diffraction instead of focussing at a specific point the image gets focussed in and around that area.
Limit of Resolution :
Limit of resolution is defined as the angle subtended by the distant objects on the objective.
This means how small an object can be resolved by the telescope.
It is denoted by dθ.
Case 1:-The limit of resolution is 0.2 radians.
That is telescope can resolve up to 0.2 radians.
Case2:- The limit of resolution is 20 radians.
The telescope can resolve up to 20 radians.
Lesser the limit of resolution better is the resolving power.
Resolving Power (R.P) ∝ (1/dθ).
dθ∝ (λ/D)
=>Limit of resolutiondθ =(1.22 λ/D)
Whereλ =wavelength of the wave, D =diameter of the objective lens.
If the diameter of the objective lens is large then more and more light can pass through it.
As a result telescope will be able to give more detailed image.
Resolving Power:
Resolving power is defined as the relationship between limit of resolution and resolving power.
Resolving Power (R.P) ∝(1/dθ).
dθ ∝ (λ/D)
Where diameter of the aperture of the convex lens D = (2a) and f=focal length of the lens.
When a parallel beam of light is incident on the convex lens it should get focussed at one single point.
But diffraction occurs when the distance measured is comparable to the wavelength of the light.
Therefore instead of single point a spotappears. This spot appears because of diffraction.
There will be one central maximum surrounded by dark band (minima) then secondary maxima and then secondary minima.
Experimentally the radius of Central maxima= (1.22λ/D).
P of a telescope ∝(D/1.22λ).
Conclusion:-A telescope must have a larger diameter objective for better resolution.","Definition, Reasoning"
"Diffraction in resolving power of Microscope

In case of microscope resolving power helps to magnify the image.
Resolution helps to distinguish between the small similar particles of an object when they are so closely placed with each other.
When the distance between 2 points is comparable to the wavelength then diffraction occurs.
Image formed due to the diffraction pattern vθ = v (22λ/D).
The minimum distance for the object to be resolved is v (22 λ)/(D)andbeyond this point the object cannot be resolved.
Minimum separation between objects to get resolved is given as:-
dmin = (v (1.22λ/D))/m  
Where m =magnification.
dmin= (1.22λ/D) f;
Where f=focal length.
tanβ = (D/2f)
Whereβ = angle made by the objective lens at its focus, D=diameter and f=focus.
tanβ = 1.22f λ
Therefore dmin = (1.22λ)/(tanβ)
dmin= (1.22λ)/(2tanβ) if β≈ small, tanβ≈ sinβ≈β
dmin= (1.22 λ)/(2 sin β)
Suppose if the medium between the object and the objective lens has refractive index n.
dmin= (1.22λ)/ (2n sinβ) where n sinβ = numerical aperture of objective lens.
Therefore dmin= (1.22λ)/ (2n sinβ) is known as numerical aperture of the objective lens.
Resolving Power(R.P) of a microscope ∝ (1/dmin).
This implies resolving power decreases as the distance increases.
=>P. =(2n sin β)/(1.22 λ)
Conclusion:-Resolving power can be increased by choosing medium of higher refractive index.",Reasoning
"Validity of wave optics

Consider a single slit of an aperture of thickness ‘a’.Diffraction pattern will be observed.
There will be centralmaxima due to diffraction.
Angular size of central maximum = (λ/a)
where θ (condition to have central maximum)=(λ/a)
The distance travelled by the light waves for the spread to occur = ‘z’(the angular spread due to diffraction)
The spread is given as = (z λ/a)
Where (z λ/a) = a where a =width of the diffracted beam.
z ≈ (a2/ λ).This distance is known as Fresnel distance.
Fresnel distance describes the distance at which spread due to diffraction becomes comparable to the width of the slit or not.
This is the boundary of ray optics and wave optics.
For distances << zf :
Spreading due to diffraction is smaller compared to size of the beam then the ray optics is valid.
For distances >> zf :
Spreading due to the diffraction dominates over ray optics then the wave optics is valid.","Reasoning, Formula"
"Polarizing and unpolarized light wave

Polarized wave: - Polarized wave is defined as the vibration of the wave confined to specific plane.
 

In case of polarized wave the vibrations takes place in one plane not in multiple planes and it is perpendicular to the direction of propagation.
For example: -
Vibrations of a rubber. It will vibrate randomly in all different directions. But when it is passed through a small slit then it will vibrate only in one plane.
 

Unpolarized wave:-Unpolarized wave is defined as the plane of vibration which changes randomly in short intervals of time.
In case of unpolarized wave the vibrations takes place in multiple planes and it is perpendicular to the direction of propagation.
 

What is polarization?

Polarization is the process of transforming unpolarized light into polarized light.

Methods of polarization:-

Polarization by Polaroid’s
Polarization by Scattering
Polarization by Reflection
Polarization by Refraction
For example: - 3-D movies, sun glasses, photographic cameras.

Polarization: Transverse vs. Longitudinal waves

In case of transverse waves there are many different ways in which particles can oscillate.
Polarization is observed in transverse waves.
In case of longitudinal waves there is only one direction in which particles oscillate.
Therefore there is no polarized or unpolarized light in case of longitudinal wave.","Definition, Examples"
