Paragraph,Labels
Maximum-Minimum Thermometer: Maximum – minimum thermometer is used to measure the daily temperature to prepare weather reports.,"Definition, Property"
"Reading of thermometer and measuring of temperature:
Take a clinical thermometer and hold it horizontally with reading scale towards your eye.
Do not hold the thermometer from the bulb.
Rotate the thermometer slightly clockwise and anticlockwise. By doing this you will see a shiny thin silvery thread.
The end of the silvery thread shows the reading of temperature. If mercury lining ends at 37, the reading is 37°C.
Wash the bulb end of thermometer with an antiseptic solution.
Give two or three jerks slightly. By doing this the mercury level would fall. When it falls to 35°C or below, put it below the tongue and wait for one minute.
Take out the thermometer and read the temperature. Temperature would be near 37°C.
The normal body temperature is 37°C. This can differ from person to person",Reasoning
"Use of Laboratory Thermometer:
Take some water in a beaker.
Take a laboratory thermometer and immerse its bulb end in water; holding it vertically. Ensure to dip whole portion of bulb end. The bulb end should not touch the bottom or side of the beaker.
Observe the movement of rise of mercury. When it becomes stable, take the reading of the thermometer.
Repeat this with hot water and take the reading.",Reasoning
"Difference between clinical and laboratory thermometer:
Clinical Thermometer        Laboratory Thermometer
Clinical thermometer is scaled from 35°C to 42°C or from 94°F to 108°F.        Laboratory thermometer is generally scaled from -10°C to 110°C.
Mercury level does not fall on its own, as there is a kink near the bulb to prevent the fall of mercury level.        Mercury level falls on its own as no kink is present.
Temperature can be read after removing the thermometer from armpit or mouth.        Temperature is read while keeping the thermometer in the source of temperature, e.g. a liquid or any other thing.
To lower the mercury level jerks are given.        No need to give jerk to lower the mercury level.
It is used for taking the body temperature.        It is used to take temperature in laboratory.","Definition, Reasoning"
"Transfer of heat:
Heat is transferred by conduction, convection and radiation.

","Definition, Property"
"Conduction:
Transfer of heat from one particle to the adjacent particle is known as conduction of heat. In solids, heat is transferred by the process of conduction. In this process, the transfer of heat takes place through adjacent molecules","Definition, Property"
"Example: When one end of an iron rod is put over flame then part which is nearer to the flame is heated first and heat is gradually transferred to the other end of the rod. This happens because particles of iron rod which are nearer to the flame receive the heat and transfer this to the adjacent particles. Subsequently, the adjacent particles transfer the heat to the next adjacent particles. This process continues and heat reaches to the other end of the rod. Thus, heat transfer in solid takes place through conduction.","Examples, Causes"
"Materials which allow heat to pass through it are called conductor or good conductor of heat, such as iron, copper, aluminium, etc. All metals are good conductors of heat. Since, mercury is a metal and found in liquid state at room temperature, that’s why it is used in thermometer
Since metals are the good conductor of heat that’s why kitchen utensils are made of metals or alloys of metals.","Definition, Reasoning, Effects"
"Materials which do not allow heat to pass through them are called bad conductor or poor conductor of heat. They are also called insulators. Example: rubber, wood, plastic, etc. This is the cause that handles of frying pan or other kitchen utensils are made of plastic.","Definition, Examples, Causes"
"Convection:
The transfer of heat because of movement of the molecules of the medium; via mass transfer; is called convection or convection of heat.

",Definition
"Water and air are bad conductors of heat. But they do become hot, in spite of being bad conductors. Heat transfer in fluids takes place through convection","Definition, Property"
"Convection in water: When water is heated in a pan, the particles of water which are near the source of heat; get heated first. Because of heating, they become light; and rise in water. The gap which is created because of rise of hot particles is filled by cold particles of water from the surrounding area. Thus a cyclical movement of particles begins and ends up heating the whole water of the pan. The cyclical movement in fluids because of heating is called convection current.","Definition, Property, Reasoning, Causes"
Convection in air: Air gets heated because of convection; the way water gets heated. Air near the source of heat gets heated and rises above. This leaves a gap; which is filled by the colder air from the surrounding. The convection current thus starts in air which results in heating up of air.,"Definition, Reasoning, Causes"
When you place your palm above a flame you will feel the hotness of the flame. But when you will place your palm below the flame the area will be colder. This shows how the colder air from below moves up; due to convection current.,Reasoning
"Sea Breeze: In coastal areas, the breeze that moves from sea surface to the land is called sea breeze. This happens because, during daytime, land gets heated more quickly than water. As a result, warm air from land rises up; leaving a gap. To fill that gap, colder air from the ocean surface rushes towards the land. This phenomenon continues and a continuous flow of cold air keeps coming towards the land. This gives rise to the phenomenon which is called the sea breeze. Because of this, people living in coastal areas prefer to live in a sea facing house.","Definition, Property, Reasoning, Effects"
"Land Breeze: In coastal areas, the breeze which moves from land towards the sea is called land breeze. In the night, the land cools down more quickly than the ocean surface. This makes the air over the water surface warmer than air over the land surface. Warmer air over the water surface rises in the air and air from the land rushes towards the water surface to fill the gap. This phenomenon continues which creates a flow of air from land to the sea. This phenomenon is called land breeze.","Definition, Property, Reasoning, Effects"
"Radiation:
All hot bodies emit heat by the process of radiation. Radiation of heat does not require a medium. Sunlight comes to the earth because of radiation as there is no medium present between the atmosphere of the earth and the sun.

One can feel the heat of bonfire by standing around it. We get warmth from the room heater because of radiation.","Definition, Property, Reasoning, Causes"
Reflection and absorption of heat: When heat falls over an object some of the heat is absorbed by the body and some of the heat is reflected. The temperature of an object increases because of absorption of heat.,"Property, Reasoning"
In conventional room heater you can see the reflector attached with it. The reflector of the room heater reflects the heat towards the person sitting or standing near the room heater.,Property
"Reflection is the cause that umbrella is used to protect from heat of the sun in summer. Dark color absorbs more heat while light color reflects most of the heat. That’s why wearing light colored clothes is preferred in summer, dark colored clothes are preferred in winter.","Causes, Reasoning"
"Dark clothes absorb more heat and keep one comfortable in winter. On the other hand, light clothes reflect most of the heat and keep one comfortable in summer.

Now-a-days many kitchen utensils come in black color, since utensils of black color absorb more heat and thus cooking becomes faster.","Property, Reasoning, Causes"
"Woolen Cloth: Woolen clothes are used in winter season. Wool is a poor conductor of heat. In addition to it; air gets trapped in woolen fiber to further increase the poor conductivity of wool. This prevents the radiation of heat of our body to the surrounding and prevents the cold from surrounding to affect our body. Thus, wearing woolen cloth makes one comfortable in winter season.","Property, Reasoning"
"Introduction

It is from our day to day observation that in winter we feel cold whereas in summer we feel hot. People avoid getting out of their houses during the scorching summer due to excessive heat outside. When you boil water it becomes hot and is hard to dip finger in it but as soon as you blow off the flame and keep it aside for some time it gets easy to dip your finger.",Reasoning
"During fever our body gets hot but as soon as we take medicine the body becomes cool.

",Reasoning
"Ice melts when kept outside but remains in cold solid form as long as kept inside the deep freezer. Have you ever wondered what changes or phenomenon makes this happen.

It is all due to temperature.","Reasoning, Causes"
"Temperature

A measure of hotness or coldness of an object that can be relied upon is known as temperature.",Definition
"It can be measured using three different units namely-

Degree Celsius: It is denoted as °C and read as degree Celsius or Celsius. For instance, 20°C will be read as twenty degree Celsius.
Fahrenheit: It is denoted as °F and read as degree Fahrenheit. For instance, 25°F will be read as twenty five degree Fahrenheit.
Kelvin: It is denoted as K. For instance, 100K will be read as hundred Kelvin.",Definition
Temperature can be sensed by touching but we cannot rely upon it. Therefore a device called thermometer is used to get the exact value of temperature.,Reasoning
"Thermometer

Thermometer is a device used to measure temperature of a body. It can be used to measure the temperature of the body during fever. It can also be used to measure the atmospheric temperature and temperature during chemical reactions. It consists of a long narrow glass tube appearing as a continuous silver line because it is filled with mercury readily expands or contracts at the slightest change in temperature and a bulb at one end.","Definition, Property"
"Clinical thermometer

Clinical thermometer is used to measures the human body temperature.

",Definition
"Digital thermometer

Digital thermometers are an advance to the existing clinical thermometers;
Due to high toxicity of the Mercury present in clinical thermometers and difficulty in its disposal in cases when the thermometer breaks digital thermometers are manufactured that can measure the accurate temperature without the use of mercury.
Digital thermometers do not use mercury and hence safe to use.","Definition, Property, Reasoning, Causes"
"Laboratory thermometer

Laboratory thermometer is used to measure the temperature of things other than human body.",Definition
"Maximum minimum thermometer

The daily maximum and minimum temperatures reported in weather reports, are all measured by a thermometer known as the Maximum minimum thermometer.",Definition
"Clinical Thermometer

The thermometer used by us or doctors to measure the body temperature when we have fever is a clinical thermometer.
The scale used to measure the temperature is known as Celsius scale denoted by °C or Fahrenheit denoted by °F.
It reads temperature from 35°C to 42°C or from 94°F to 108°F.
It consists of a long, slender and uniform glass tube with a bulb at one end containing mercury.
There is a small shining thread of mercury outside the bulb.
There is a kink near the bulb which prevents mercury level from falling on its own.","Definition, Property"
While using the clinical thermometer to measure the human body temperature some measures must be followed to ensure proper reading of temperature,Reasoning
"The measures are as follows:

Wash the thermometer properly with an antiseptic solution.
Hold it definitely and give a few jerks which will bring the level of mercury down below 35°C.
Place the bulb of the thermometer under the tongue.
Wait for one minute, take the thermometer out and note the reading keeping the level of mercury along the line of sight.
This reading gives the exact body temperature.
It is necessary to state the temperature with its unit denoted by °C.
It should be handled with care as on hitting against some hard object it can break.",Reasoning
"Human body temperature

The normal temperature of human body is 37°C which may differ from person to person. It may be either slightly higher or slightly lower.
This value is derived from the average body temperature of a large number of hale and hearty persons.
The temperature of human body normally does not go below 35oC or above 42o If the body temperature goes beyond the defined value then it is necessary to consult a doctor.
That is the reason that clinical thermometer has scale ranging from 35oC to 42o","Definition, Property"
"Laboratory thermometer

Clinical thermometer can never be used for measuring the temperature of any object other than human body.
It is used to measure the temperatures in school or other laboratories for scientific purpose as they measure temperatures to a range higher than clinical thermometers.
One such thermometer is known as the laboratory thermometer with a scale generally ranging from –10°C to 110°C. It has a long stem with a silver bulb at the end unlike clinical thermometer.
The silver colour at the bulb normally points toward the presence of mercury which expands with the rise in temperature thereby raising the reading and contracts on lowering of temperature thereby lowering the reading.","Definition, Property"
"Precautions to be observed while reading a Laboratory thermometer

Precautions involved while observing the readings of laboratory thermometer are similar to those followed while measuring temperature using a clinical thermometer. But in addition to few other steps must be followed.

Should be kept vertical without tilting.
The thermometer should be dipped in such a manner that the bulb should be entirely surrounded by the substance of which the temperature is to be measured.
At the same time bulb should not touch the surface of the container.",Reasoning
"It is common phenomenon and you all must have observed that when one end of utensil is heated, soon the other end also becomes hot
You also must have observed that while boiling water we heat the utensil only at bottom but the water at the top also becomes hot. Have you ever wondered why does this happen??
Another phenomenon that may make you wonder is the transmission of heat from the sun to the earth. It is a well-known fact that sun is far away from earth but still how can the heat travel such a huge distance and reach us
These are all due to some phenomenon that transfers the heat from one end to the other. Heat always transfers from the hotter end to the colder end. There are three modes through which the heat transfers from one end to the other, namely conduction, convection and radiation.","Reasoning, Types"
"Conduction

The process of transferring of heat from the hotter end to the colder end of an object is known as conduction. Whenever a utensil is kept on flame it becomes hot and the heat travels from the base of the utensil to its handle. This is due to the transfer of heat from the hotter base of the utensil to cold handle. When this pan is removed from the flame and kept aside soon the utensil cools down. This is again due to transfer of heat form the hot utensil to cold surrounding.","Definition, Property, Causes"
"Generally, the heat is transferred in solids by the process of conduction. It is the most important mode of heat transfer in solids than in liquids and gases.
But it is not necessary that all solids will conduct heat because there are many solids that are poor conductors of heat.
Materials that allow heat to pass through them easily are known as conductors of heat. For instance, all metals like aluminium, iron and copper are conductors of heat.
Whereas those materials which do not allow heat to pass through them easily are known as poor conductors of heat. For instance, plastic, wood, water and air. They are also termed as insulators.","Property, Definition, Examples"
Therefore the concept of conduction is applicable to solids and that to only those solids which are good conductors of heat.,Property
"Here temperature at side A is TA and the temperature at side B is TB.

There is a temperature difference as TA > TB.
So in this heat transfer will take place from A to B because we already learnt that heat transfers from the higher temperature to lower temperature.
Heat From side A starts losing heat and side B will gain heat.
So temperature at side A will decrease and that on side B will increase because it is gaining heat. But after sometime time the temperature will become equal on both the sides.
This situation is called steady state and after this no transfer of heat will take place because conduction comes into act only if there is a temperature difference.","Definition, Property, Reasoning"
"Convection

The method of transferring heat by the movement of the particles of substance away from the source of heat is known as convection. It takes place only in liquids and gases.","Definition, Property"
"On heating the water, the part of it near the flame gets heated up and expands due to which it becomes less dense and consequently rises up.
This creates a vacuum and the cold water from the sides slides down to occupy the space near the flame.
This water also gets heated up and rises.
Again the cold water slides down. So it is like a cycle that continues again and again until and unless the entire water is heated up.
This process continues unless the whole water present in the beaker gets heated up.
The air too gets heated up by this process. The air near the heat source gets heated up and rises. The cold air from the sides slides to occupy the space. In this way the air gets heated.
Due to this reason the air just above the flame of candle is hotter than the air at the side.
","Property, Reasoning"
"Sea Breeze and Land Breeze

The land gets heated up by the heat radiated by the sun, much faster than the water during daytime. This heats up the air over the land and it expands and hence the hot air rises up and creates a vacuum. The cool air from the sea occupies the space left by the hot air. The warm air from the land moves towards the sea to complete the cycle. The air from the sea is called the sea breeze.
But the reverse process takes place at night. The land cools down quickly and sea water remains hot. This heats up the air over the sea and it expands and hence the hot air rises up and creates a vacuum. The cool air from the land occupies the space left by the hot air. And hence the cool air moves from the land to the sea and is known as the land breeze.

","Definition, Property, Reasoning"
"Radiation

The heat given off from the sun cannot reach us by the process of conduction or convection because both the processes requires a medium to transfer the heat but due to absence of a medium such as air in maximum layers of space between the earth and the sun these processes cannot transfer the heat to the earth.
At this moment another process called radiation comes into act to transfer the heat radiated by the sun to the earth.
This heat transferring process doesn’t require any medium.
These are the form of electromagnetic waves. Their characteristic is that they can travel through vacuum and travel with speed of light (3X108 m/s). This propagation of heat from sun to earth involves both electric field represented by E and magnetic field represented by B.","Reasoning, Definition, Property"
"Not only sun but all hot bodies radiate heat. That can propagate through medium or even in vacuum. Heating of room by a room heater, heating up of utensils kept over flame and then cooling down when kept away from heat are all due to radiation.","Reasoning, Effects"
Human body releases heat to the surroundings and receives heat from it by the process of radiation. This can be proved using a simple example. You feel quite comfortable in a room with one person but if the same room has many people you feel hot due to the radiation of heat from the human body.,"Reasoning, Effects"
" All hot bodies radiate heat which falls on the nearby objects.
",Property
"The objects absorb some part of heat, reflect some part of heat and transmit some part of the heat falling on them. The temperature of the object increases due to the absorbed part of the heat.
",Property
"Light colours are the best reflectors of heat falling and as a result light coloured clothes reflect maximum amount of heat they receive and makes us feel cool to some extent and hence we feel more comfortable wearing them in the summer.

","Property, Reasoning"
"But on the other hand dark colours are good absorbers of heat falling on them and as a result the dark coloured clothes absorb maximum amount of heat they receive and makes us feel warm and comfortable during winter.

","Property, Reasoning"
"Winters seasons are also accompanied with woollen clothes. This is due to the reason that wool being a poor conductor of heat traps the air in between the woollen fibres. The trapped air prevents the flow of heat from our body to the cold surroundings and vice versa thereby making us feel warm.

",Reasoning
Electric	Current:	Flow	of	electrons	through	a	conductor.,Defintion
"It	is	convenient	to	represent	electric	components	by	symbols.	Using	these,	an	electric
circuit	can	be	represented	by	a	circuit	diagram.",Property
"When	an	electric	current	flows	through	a	wire,	the	wire	gets	heated.	It	is	the	heating
effect	of	current.	This	effect	has	many	applications","Property, Effects"
"Wires	made	from	some	special	materials	melt	quickly	and	break	when	large	electric
currents	are	passed	through	them.	These	materials	are	used	for	making	electric	fuses
which	prevent	fires	and	damage	to	electric	appliances",Property
"When	an	electric	current	flows	through	a	wire,	it	behaves	like	a	magnet",Property
Electric	Circuit:	A	complete	pathway	of	the	flow	of	electric	current.,Definition
"Component        of        Electric        Circuit:        Component        of        electric        circuit        are        following        :
1. Cell:	Provides	energy	for	the	current	to	flow.
2. Bulb:	Lights	ups	when	an	electric	current	flows	through	it.
3. Switch:	Keeps	the	circuit	off	or	on.
4. Connecting	wires:	Help	to	conduct	the	electric	current	and	complete	the	circuit.","Types, Definition"
"Heating        Effect:        The        wire        gets        hot        when        an        electric        current        passes        through        it.        This        is        the
heating        effect        of        the        electric        current.        Electric        heater        contains        a        coil        of        wire        called        element
which        becomes        red        hot        when        current        passes        through        it.        The        amount        of        heat        produced        in
a        wire        depends        on        its        material,        length        and        thickness.
","Definition, Property"
"Fuse:	It	is	a	safety	device	which	prevents	damage	to	electric	circuit.	It	is	made	by
inserting	a	short	wire	into	porcelain	or	insulating	material.",Defintion
MCB:	Stands	for	Miniature	Circuit	Breakers.	These	are	switches	which	automatically	turn,Definition
"Magnetic	Effect:	When	electric	current	passes	through	a	wire,	it	behaves	like	a	magnet.
This	is	the	magnetic	effect	of	the	electric	current.	This	was	first	observed	by	Hans
Christian	Oersted.","Defintion, Property"
"A	current	carrying	coil	of	an	insulated	wire	wrapped	around	a	piece	of	iron	is	called	an
electromagnet",Definition
"Electromagnet:	An	electromagnet	is	a	coil	of	wire	wound	on	a	soft	iron	core,	used	to
separate	magnetic	material	from	the	junk.	Doctors	use	tiny	electromagnets	to	take	out
small	pieces	of	magnetic	material	that	have	accidentally	fallen	in	the	eye.	Many	toys
also	have	electromagnets	inside	them.","Defintion, Property"
An electric current is a flow of electric charge,Definition
"This electric charge is carried by moving electrons(charge carriers) in a wire.
Electric current is measured as rate of flow of charge.","Property, Defintion"
The SI unit for measuring an electric current is the Ampere (A).,"Property, Defintion"
Electric current is measured using a device called an Ammeter.," Property, Definition"
Electric current is denoted by symbol I.,Property
"In past, it was considered that the current is the flow of protons from positive battery terminal to negative battery terminal through the circuit.
Later it was discovered that the currentis the flow of electrons from negative battery terminal to positive battery terminal through the circuit.",Property
"As a convention, current is still considered to flow from positive terminal to negative

",Property
"Applications of Electric Current or Electricity

Electrical Appliances like Refrigerator, fan, tv, bulb, tube light etc.
Cells, Batteries used in camera, remotes, mobiles, etc.
Electronic components like computer chips.
Electromagnets, Electrochemistry etc.","Examples, Property"
"Hazards of Electric current

Touching open wire carrying electricity or touching a plug with switch on results in flow of electric charge through human body called as Electric shock. This could result in pain, temporary or permanent burns, cardiac arrest, death etc.
Lightning from sky may also cause similar effects as an Electric shock.
Prolonged exposure to electromagnetic waves (mobile signal, wifi) affects human nervous system.",Property
"Electric Circuit

An electric circuit is a path in which electrons (or current) flow.",Definition
"If the circuit is incomplete or broken, the current doesn’t flow. This type of circuit is called an Open Circuit.",Definition
"If the circuit is complete, the current flows. This type of circuit is called a Closed Circuit.",Definition
"If the circuit contains some material which does not allow current to flow through it, in that case too, even if the circuit is complete, the current doesn’t flow. These materials are called non-conductors.","Definition, Property"
"A circuit usually contains a Power Source, which is the source of electrons and a Load, which is the electrical appliance, like a bulb, needing electricity to run.",Definition
"A switch or key in the circuit is used to make or break the circuit to start or stop current flow.
",Definition
"n electric circuit is represented by a Circuit Diagram.
Circuit Diagram is a pictorial representation of a circuit with electrical symbols for its corresponding parts.","Property, Defintion"
"When electric current is passed through a conductor, it generates heat due to the resistance it offers to the current flow.

Appliances which require heating effect have conductors or the heating elements.",Property
"Heating elements have high melting point so that they do not get damaged due to the heat generated.
These elements have also low tendency to react with oxygen to avoid catching fire.",Property
"The amount of heat generated in a wire depends upon
Material of the wire
Length of the wire
Thickness of the wire",Property
A Fuse or a Circuit Breaker is a device which protects appliances from overcurrent or overload.,Definition
"In the circuit, it is placed after the power source and before the appliance.",Property
It has a wire of low resistance and low melting point.,Property
"In case of excessive current, the wire of the fuse melts resulting in breaking of the circuit. Thus, no current flows through the main appliance, protecting it from damage and possible fire.",Property
"Some of the causes of excessive current are
Short Circuit: can occur due to direct touching of two wires, water seepage inside and electric circuit etc
Overload: Connection of many devices into single socket.
Excessive current generated from power source.",Causes
"Every Fuse is labeled with the maximum rating (current and voltage it can withstand before breaking).So, appropriate fuse should be used according to the appliance/circuit requirements.",Property
An MCB (Miniature Circuit Breaker) is a switching device which automatically turns off when current exceeds a safe limit.,Definition
The automatic shutting off is called tripping or trip.,Definition
"MCB does not contain any wire but uses heating effect of current to break the circuit.
In case of overload or overcurrent, a fuse gets burnt and needs to be replaced whereas a circuit breaker can be reset (like a normal switch) to resume normal operation.
",Property
"When an electric current passes through a wire, it behaves like a magnet. This magnetic effect of electric current is known as electromagnetic effect.","Property, Defintion"
"A compass is a watch like instrument which shows direction using the magnetic field produced inside the earth.
The compass needle is a tiny magnet which always point in North-South",Definition
"If a compass is brought near a magnetor a circuit carrying current, the needle gets deflected due to magnetic field produced by both of them.
If the direction of current is reversed, the magnetic field also gets reversed.",Property
"An electromagnet is a type of magnet in which the magnetic field is produced by an electric current.

",Defintion
"The magnetic field disappears when the current is turned off.
Electromagnets usually consist of a large number of closely spaced turns of wire or coilthat create the magnetic field",Property
"The wire turns are often wound around a magnetic core made from a ferromagnetic or ferrimagnetic material such as iron.
Advantage of an electromagnet over a permanent magnet is that the magnetic field is controllable (switching on/off electric current).",Property
"Disadvantage of an electromagnet over a permanent magnet is that it needs continuous supply.
Examples of Electromagnets used in day to day life are: Induction plate, electric bell, hard disk drives, Loudspeakers, Motors","Property, examples"
An electronic component can be an element of an electric circuit that helps in its functioning.,Definition
"The electric circuit allows electricity to flow through it and is used to provide electricity for various purposes such as running electric motors, providing electricity to a bulb or a fan, generating heat.","Examples, Property"
"A battery is defined as a combination of two or more cells. In a battery, the negative terminal of one cell is connected to the positive terminal of the next cell and so on. .

Batteries are used in several devices such as toys, remote control, torches and transistors.","Definition, Examples"
An electric circuit can be drawn on a paper with the help of the symbols that are used for representing the electronic components. Such a representation of an electric circuit using its symbols is called an Electric Circuit Diagram.,Defintion
Open Circuit - When the key is switched off or opened the circuit is said to be an open circuit as it is incomplete.,Definition
"Closed Circuit - When the key is switched on or closed the circuit is said to be a closed circuit as it is complete.

",Definition
The electric circuit shown here consists of a bulb. The bulb has a wire present inside it called the Filament. When the electric current passes through the filament it closed. The filament breaks when the bulb gets fused.,Reasoning
When the filament of a bulb breaks the circuit of the bulb becomes incomplete. Hence the bulb does not glow as it does not receive any electricity.,Reasoning
When an electric current passes through a wire the wire gets heated up. This is known as the heating effect of electric current.,Definition
"The heat that is produced in the wire depends upon the following factors:

the material of the wire

the length of the wire

the thickness of the wire","Relation, Property"
"Many appliances work on the heating effect of electric current such as:

electric heater

electric iron

electric stove

geysers

electric coffee maker

toaster

hair dryer

","Types, Examples"
"All these elements produce a high amount of heat when electricity passes through them. However, this amount can change depending upon the requirements of the device. This is so because they contain a coil of wire known as an element.",Reasoning
"Depending upon the amount of heat required by such appliances different types, sizes and length of wire are used in them. Some virus can break down or melt as they get heated.",Property
"The filament of a bulb is a coiled wire that gets hot when electricity is passed through it. This makes the filament glow and as a result, light is produced from the bulb.","Definition, Property"
"An electric fuse is a device that is used to prevent the damage that can be caused by an excess of electric current. According to the heating effect of the electric current, a wire becomes hot as current is passed through it. However, if an excess of current is passed through a wire it can melt or break.","Definition, Property"
"The electric fuse consists of a wire which is made up of a metal or an alloy which has a low melting point. As a result, the wire breaks down easily as high current passes through it. As the wire breaks the circuit of the fuse opens and hence no for the current passes through it.","Property, Reasoning"
This can prevent a short circuit for fire due to high electric current.,Reasoning
Different types of fuses are used for different devices and some are also available for houses as well.,Types
"Reasons why excessive current can pass through a circuit:

Sometimes we connect different devices to the same socket which results in drawing of more current from that socket. As a result, the load on the circuit increases and it can lead to a short circuit or fire.

When the insulation of wires gets torn away, the wires can come in contact with each other which cause a spark or may lead to a fire (short circuit).",Reasoning
"CFLs do not work on the heating effect of electric current.

They do not have a filament inside them instead they contain two electrodes that produce light.

These bulbs have a fluorescent coating inside them which makes the light brighter.

CFLs thus save energy as they do not produce heat along with the light.

Ordinary bulbs on the other hand waste energy as they get heated while lighting up.","Property, Reasoning"
"ISI stands for Indian Standards Institute which standardizes all electrical appliances.

Hence if any appliance does not have an ISI mark over it, it means that this appliance does not conform to the standard guidelines of ISI and hence it is not safe to use.

On the other hand, if any appliance holds such a mark, it means that it is safe to use, it is a quality product and it will not lead to wastage of electricity.

","Definition, Property"
"A miniature circuit breaker or MCB is generally used instead of fuses.

A fuse breaks due to excessive current so that the circuit opens up and the damage can be prevented. However, once a fuse breaks down it cannot be used again.

MCB, on the other hand, is a switch which turns OFF on its own when a circuit overloads. Once the problem the circuit is rectified we can switch ON the MCB once again.","Definition, Property"
"When an electric current is passed through a wire it behaves like a magnet. This is called the magnetic effect of the electric current which was discovered by a scientist, Hans Christian Oersted.  ",Defintion
"He discovered that the needle of a compass deflects when an electric current is passed through a wire placed near the compass. This indicates that a magnetic field is created near the wire that deflects the needle.

",Property
"Every magnetic material has a magnetic field up to which the influence of its magnetism can be experienced.

A magnet whose magnetic field is generated with the help of electric current is called an Electromagnet.

The Electromagnet is formed because of the magnetic effect of the electric current.

",Definiton
"Applications of Electromagnets
Electromagnets are used in domestic appliances such as electric bells.

They are used in toys.

They are used in all kinds of telecommunication equipment.

They are used in cranes to separate magnetic materials from junk and to lift heavy objects.

They are used by doctors to remove any magnetic materials that we have fallen in the eye.","Reasoning, Examples"
"Components of an Electric Bell
A coil of wire wound over an iron piece that forms the Electromagnet.

An iron strip (soft iron armature) which has a hammer attached to it which is joined to the wire coil.

A contact screw through which is attached to the iron strip.

A battery which connects the wire coil and the contact screw.

A switch in the middle of the circuit.","Types, Defintnion"
"Working of an Electric Bell
When the switch of the Bell is ON, an electric current flows through the coil of wire which makes the iron piece attached to it act as an Electromagnet.

As a result, the iron piece attracts the hammer towards itself. The hammer thus hits the bell and a sound is produced.

As the hammer move towards the iron piece, it moves away from the contact screw which breaks down the circuit.

As the circuit breaks the wire coil stops receiving any current which makes the electromagnet lose its magnetic effect.

As a result, the hammer falls back to its original position.

Then as the hammer falls back the iron strip again comes in contact with the contact screw and the circuit gets completed.

This again turns the iron piece into an electromagnet and the whole process continues until the bell is switched OFF. This results in the continuous ringing of the bell."," Reasoning, Property"
The positive terminal of one cell is connected to the negative terminal of the next cell. Such a combination of two or more cells is called a battery.,"Definition, Property"
"The wire gets hot when an electric current passes through it. This is the heating effect of the electric current.
","Property, Definition"
"An electric room heater or an electric heater used for cooking contain a coil of wire.
",Property
"This coil of wire is called an element when these appliances are switched on requirements, become red hot and give out heat.",Property
"The amount of heat produced in a wire depends on its material, length and thickness.
 Thus, for different the wires of different materials and different lengths and thicknesses are used",Property
"An electric bulb is used for light but it also gives heat. In the bulb there is a thin wire, called the filament, which glows when an electric current passes through it.
When the bulb gets fused, its filament is broken.",Property
"Heating of bulb results in the wastage of electricity.
This wastage can be reduced by using fluorescent tube lights in place of the bulbs.",Property
"Compact fluorescent lamps (CFLs) also reduce wastage and can be fixed in the ordinary bulb holders.
Fuses of different kinds are used for different purposes.","Property, Reasoning"
"Fuses are generally used in electrical appliances. the nichrome wire, a thin strand of steel wool are used for making electric fuses",Property
"The needle of a compass is a tiny magnet, which points in north-south direction. When a magnet is bring close to it, the needle gets deflected.
Hans Christian Oersted  was the first person who noticed the deflection of compass needle every time the current was passed through the wire when electric current passes through a wire, it behaves like a magnet. This is the magnetic effect of the electric current.","Property, Definition"
" In fact, an electric current can be used to make magnets. The coil behaves like a magnet when electric current flows through it, the electric current is switched off, the coil generally loses its magnetism. Such coils are called electromagnets.","Definition, Property"
"It is convenient to represent electric components by symbols. Using these, an electric circuit can be represented by a circuit diagram.
When an electric current flows through a wire, the wire gets heated. It is the heating effect of current. This effect has many applications.","Definition, Property"
"Wires made from some special materials melt quickly and break when large electric currents are passed through them.
These materials are used for making electric fuses which prevent fires and damage to electric appliances.",Property
"When an electric current flows through a wire, it behaves like a magnet.",Property
"A current carrying coil of an insulated wire wrapped around a piece of iron is called an electromagnet.
Electromagnets are used in many devices.",Definition
 Wires made from some special materials melt quickly and break when large electric currents are passed through them.,Property
"In all buildings fuses are inserted in all electrical circuits.
There is a maximum limit on the current which can safely flow through a circuit.
 If by accident the current exceeds this safe limit, the wires may become overheated and may cause fire.","Property, Reasoning"
"If a proper fuse is there in the circuit, it will blow off and break the circuit.
A fuse is thus a safety device which prevents damages to electrical circuits and possible fires.
One reason for excessive currents in electrical circuits is the direct touching of wires.
This may happen if the insulation on the wires has come off due to wear and tear. This may cause a short circuit.","Property, Reasoning"
"Another reason for excessive current can be the connection of many devices to a single socket.
This may cause overload in the circuit.",Reasoning
"An electric bulb is used for light but it also gives heat.
This is not desirable. This results in the wastage of electricity.
This wastage can be reduced by using fluorescent tube lights in place of the bulbs.","Reasoning, Property"
"Compact fluorescent lamps (CFLs) also reduce wastage and can be fixed in the ordinary bulb holders.
Tube lights and CFLs However, before buying bulbs or tubes, or CFLs, look for the ISI mark of the Bureau of Indian Standards. In fact, before buying any electrical appliance, look for this mark.
 The ISI mark ensures that the appliance is safe and wastage of energy is minimum.",Reasoning
"Electric Current: The flow of electric charge is called electric current. In an electric circuit, the charge is often carried by moving electrons. The SI unit of electric current is Ampere (A). The SI unit of electric charge is Coulomb.",Definition
Electric Circuit: The path through which electric charge moves is called electric circuit.,Definition
