Paragraph,Labels
"Examples:
(a) A moving wheel on the ground stops after covering a certain distance because surface of ground offers opposite direction friction to the surface of wheel in motion.
(b) After applying breaks to a moving bike, the surface of brakes offers friction to the surface of moving wheel and the bicycle stops because of force of friction.
(c) Gently push a book on a table. It stops after moving for some distance because of friction between the surfaces of book and table.","Examples, Causes, Reasoning"
"Factors affecting Friction:
(i) Friction is caused by the irregularities on the two surfaces in contact.
(ii) Even those surfaces which appear very smooth but microscopic view show those irregularities. When these surfaces come into contact, the irregularities of surfaces get interlocked. We have to apply force to remove the interlocking, a surface produces friction when it slides or rolls over another surface. 
(iii) Friction force will increase with increase in weight. As weight increases irregularities between surfaces get interlocked tightly because of pressure, and the surface offers more resistance of friction.
Example: It is easier to dragging a mat when nobody is sitting on it than a person is sitting on it because of friction increases with increase in weight.
(iv) Rougher surface offers more force of friction.
","Property, Relation"
"Sliding Friction:
(i) This friction comes in to action when a surface slides over another surface and resist its motion is called sliding friction.
(ii) Example: sliding of book or a box over ground.","Definition, Examples"
" Rolling Friction:
(i) This friction comes into action when a surface rolls over another surface and resist its motion is called rolling friction.
(ii) Rolling friction is smaller than sliding friction. Due to this roll anything over the ground is easier than to slide.","Definition, Property"
"Friction: A Necessary Evil:
Friction is a necessary evil because it has both harmful and beneficial effects.
Examples:
(i) We can walk easily because ground offers friction. In the less friction walking situation becomes almost impossible. Therefore, friction is necessary even a simple task like walking.
(ii) It is difficult task to move on a wet muddy track, or wet marble floor. This is because these surfaces offer very small friction to the surface of feet of a person.
(iii) Soles of shoes have grooves on them. Grooved soles give more friction to the ground which gives better grip when we walk. Shoes with worn out soles can be slippery.
(iv) The tyres of vehicles have treads for better grip over road. It provides friction to the surface of road. When treads are worn out, the tyres need to be replaced with new one.
(v) Friction can also produce heat. Vigorously rub your palms together for a few minutes.
(vi) Writing with pen is possible because paper provides friction to the tip of pen.
(vii)When a machine is operated, heat generated causes much wastage of energy.","Effects, Property, Examples"
"Increase of friction:
(i) Friction is desirable in some situations
(ii) Friction is necessary for us, therefore friction is increased to accomplish Some of important task.
Examples:
(a) Treaded tyres of vehicle increase friction. Vehicle with treaded tyres provides mores friction which gives better grip with the road.
(b)  Soles of shoes are treaded to increase friction between sole and the ground.
(c)  Javelin thrower rubs some powder on his palm to get better grip on the javelin.
(d)  Kabaddi players rub their hands with soil for a better grip of their opponents.

","Property, Examples, Reasoning"
"Reduction of friction:
(i) In Some situations, friction is undesirable. We need to reduce it.
(ii) With help of lubricant we can reduce the friction. Lubricants make a thin layer over surface and facilitate smooth movement.
(iii) In the engines of vehicles, use of lubricants increases the efficiency as parts are not rubbed directly each other because of thin layer of lubricant.
(iv) In many machines, graphite powder, oil, grease are used as lubricant for reducing friction.
(v) Few drops of oil are poured on the hinges of a door for reducing friction, the door moves smoothly.
(vi) While playing carom, sprinkle fine powder over it to reduce friction.

","Property, Examples, Reasoning"
"Fluid Friction:
(i) Gases and liquids are generally known as fluid. Similar to solid, fluids also provide friction. The friction of fluid increases with the speed of object moving through it and speed of fluid.
(ii) Objects which are made to move in fluid are made streamlined shape to reduce friction offered by fluid. The shape of aeroplane, ship, boat, birds and fish are made streamlined shape. A shape which is pointed on both ends and wide at the middle is called streamlined shape which facilitates easier movement through fluids.
(iii) The frictional force offered by fluids is called drag.

","Definition, Property"
Paragraph ,Ans Types
Friction is a force that opposes the relative motion between two surfaces of objects in contact. The force of friction always acts in a direction opposite to that of the applied force.,"Definition, Property"
"Causes of Friction: Friction exists between two surfaces due to irregularities on the surfaces of the objects in contact, interlocking of micro-level irregularities of the two surfaces and ploughing of harder surfaces into smoother surfaces.

",Causes
"Factors That Affect Friction
•  Roughness of the surface
•  The extent to which the two surfaces press together
•  Nature of the surface",Property
"Static Friction: When a body is at rest, the force of friction is called the static friction and is always equal and opposite to the applied force. The force of friction which acts when the body is just at the verge of sliding on the surface is called limiting friction.

","Definition, Property"
Sliding friction: The friction force which opposes the actual relative sliding motion between two contact surfaces. Sliding friction is smaller than static friction.,"Definition, Property"
Rolling Friction: The frictional force that exists between two surfaces when a body rolls over the other. Rolling friction is smaller than sliding friction.,"Definition, Property"
"Effects of Friction
•  Friction produces heat.
•  Friction causes wear and tear.
•  Friction opposes motion.",Effects
"Advantages of Friction
•  Friction between pen and paper enables us to write on the paper.
•  Friction between our feet and the ground allows our movements like standing, walking and running.
•  Friction between the surface of the road and tyres of our vehicles allow the vehicles to move without slipping.","Causes, Property, Examples"
"Disadvantages of Friction
•  Friction causes moving objects to stop or slow down.
•  Friction produces heat causing wastage of energy in machines.
•  Friction causes wear and tear of moving parts of machinery, soles of shoes, etc.","Causes, Property"
"Friction is a necessary Evil: As friction is advantageous to us it is considered as a friend but due to its disadvantages it is a foe. Depending on the circumstance, friction can be a help or a hindrance. Thus it is a necessary evil.","Property, Reasoning"
"Increasing Friction: By pressing the surfaces together more strongly. For e.g. when brakes are applied on a bicycle or car, the brake pads press against a moving part of the wheel and the force of friction increases. Friction can be increased by increasing the roughness of the surfaces in contact. For example, treading of shoes and tyres is done to increase friction.","Effects, Property, Example"
"Reducing Friction: Friction between the sliding surfaces of two objects can be reduced by making the surfaces in contact smooth by polishing them. Friction is reduced by providing wheels, e.g. suitcase, school bags of kids, etc.

","Effects, Property, Example"
"Sliding friction between the moving parts of vehicles and machinery can be reduced by using oil, grease,graphite or any other lubricant.

","Effects, Property"
"Rolling friction is less than sliding friction. Hence, sliding friction is replaced by rolling friction by using rollers, like ball bearings between the hub and the axles in the moving parts of machines and vehicles.

","Effects, Property"
"Aeroplanes, boats, fishes and birds which move through fluids have bodies of special shape, called streamlined shape, so as to reduce the friction due to fluid and avoid energy loss.","Definition, Effects, Property"
Paragraph ,Ans Types
"Have you ever wondered how a rolling ball eventually comes to a halt. Why is that we cannot hold a glass firmly when our hands are oily? Why do our shoes get worn out after some days of use? Why are there wheels attached to luggage trolleys? Why do we tend to slip on a wet floor? These are due to 'Friction'. In this chapter, we will study about Friction and its characteristics.",Examples
"Friction is a type of forces that opposes motion. It is that forces which always acts in a direction opposite to that of the applied force. In case of a ball freely rolling on the ground, the ball eventually comes to stop, because of the force of friction that acts between the ball and the ground. When the rowing of a boat is stopped, the boat eventually comes to a halt because of friction. It also means that while rowing the force should be greater than the force of friction.","Definition, Property, Causes"
"If force acts from right to left (<--), friction acts in left to right direction (-->) (See boat example)
If force acts from left to right (-->), friction acts in right to left direction (<--). (See football example)","Relation, Property"
"As we studied in the previous case, friction is caused by the interaction between the surfaces which are in contact. Friction is caused by the irregularities on the two surfaces which are in contact. The irregularities on both surfaces tend to lock into each other and this resists the motion of the object. The nature of the surface (smoothness or roughness) affects the friction.","Causes, Property"
"Smooth surfaces have lesser irregularities. The lesser the irregularities, the lesser the tendency to lock. The lesser the tendency to lock with another object, the lesser the friction (that is tendency to oppose motion). And so, a ball rolls faster and covers a greater a distance on a smooth surface such as a marble floor or a wet floor. Think of the bowling game.","Property, Examples"
"Rough surfaces have more irregularities. The more the irregularities, the more tendency to lock. The more the tendency to lock, the more the friction (that is tendency to oppose motion). And so, a ball rolls slowly and covers a lesser distance on a rough surface such as muddy play ground. Think of a rough muddy playground. So, it obviously means that to get the ball rolling we have to apply a force which is greater than the frictional force offered by the ground.","Property, Examples"
This also explains why we cannot hold a glass with oily hands.  Our hands are greasy and smooth and we know that smooth offers lesser interaction or lock with the glass. And hence it tends to slip.,"Examples, Reasoning"
"While trekking on hilly and watery terrains, we wear groovy sports shoes so that rough shoes establish better locking with the hilly trains, increase friction, provide more grip and decrease chances of a slip.","Examples, Reasoning"
(i) Desirable Friction - Grooves on Tyres       (ii) Undesirable Friction - Worn out soles,Types
"Desirable Friction

Undesirable Friction

These are the instances where friction exists and is absolutely essential

These are the instances where friction exists, but it is undesirable

Examples

· To bring a rolling ball to stop (else it would keep rolling)

·Grooves on automobile tyres increase friction between tyres and the rough road surface. They provide more grip

· Cleats on sports shoes provide better stability to the sportsman with the ground

· Rough sand paper is used to smooth wood

Examples

·Automobile parts, machine parts begin to  degrade over a period of time due to friction

·The sole of our shoes wears out after prolonged use because of friction with the rough road surface.

·When there are dry areas on a water slide, the slide fall will not be very smooth.

Such type of friction should be retained or increased

Such type of friction should be minimized","Relation, Property"
Rough surfaces increase friction. Smooth surfaces decrease friction.,"Effects, Property"
"We mentioned above that undesirable friction should be reduced. Here are some of the ways to reduce Friction.

Lubricants
Wheels","Property, Examples"
"Lubricants: In case of automobiles and machine-parts which tend to get screechy or ineffective over a period of time, we apply substances to make their surfaces smooth and thereby reduce friction. These are called lubricants.  You must have seen specific lubricants for automobile parts in petrol stations. Also, you must have noticed that we apply oil to screechy doors in our houses.",Definition
Wheels: We have seen luggage trolleys use wheels. It is easier to pull heavy loads with wheels  as against pulling/pushing them along the ground.,Reasoning
"Try pulling or pushing a heavy weight object/ luggage without wheels on the ground and you will realise it would be much harder. This is because of the friction offered by the ground on the heavy load. This opposition to motion when a body moves over another surface  is called Sliding Friction. But with the wheel, it just rolls. This opposition to motion when a body rolls over another surface is called Rolling Friction. The Rolling Friction is less that Sliding Friction.","Definition, Property, Reasoning"
"The friction between a match stick and match box helps light the match stick and so.
When you rub your palms together for a few seconds, they become warm",Reasoning
"Fluids (means liquids and gases) too  exert friction on the objects. The frictional force exerted by fluids is called a drag. Since water and air too exert friction on the bodies that move in them like the boat, fishes (in water), aeroplane  and birds, their physical structure should be such that they can oppose this friction and move forward.

Notice the similarities between the physical structure of an aeroplane (man-made) and that of an bird and also a boat(man-made) and that of a fish.","Definition, Property, Reasoning"
Paragraph ,Ans Types
"Friction is a force that opposes the relative motion between two surfaces of objects in contact. The force of friction always acts in a direction opposite to that of the applied force. Friction exists between two surfaces due to irregularities on the surfaces of the objects in contact, interlocking of micro-level irregularities of the two surfaces and ploughing of harder surfaces into smoother surfaces.","Definition, Property"
"Factors That Affect Friction

       •  Roughness of the surface
       •  The extent to which the two surfaces press together
       •  Nature of the surface
",Causes
"Types of Friction
There are three types of friction that exist between solid surfaces. They are static friction, sliding friction and rolling friction. Frictional force that comes into action before the start of the motion of an object is called static friction.  Example: a box placed on the floor. When an object slides over another surface, the frictional force that comes into action is sliding friction. Example:  a boy sliding on a slide. The frictional force exerted when an object rolls over a surface is called rolling friction. Example:  rolling ball on the ground. It is found that: 

Rolling friction < sliding friction < static friction.","Types, Definition, Examples, Property"
"The frictional force exerted by fluids when objects move through them is called fluid friction or drag.  
",Definition
"Effects of Friction
       •  Friction produces heat.
       •  Friction causes wear and tear.
       •  Friction opposes motion.",Effects
"Advantages of Friction
       •  Friction between pen and paper enables us to write on the paper.
       •  Friction between our feet and the ground allows our movements like standing, walking and running.
       •  Friction between the surface of the road and tyres of our vehicles allow the vehicles to move without slipping.","Examples, Reasoning"
"Disadvantages of Friction
       •  Friction causes moving objects to stop or slow down.
       •  Friction produces heat causing wastage of energy in machines.
       •  Friction causes wear and tear of moving parts of macinery, soles of shoes, etc.
","Effects, Reasoning"
"Methods of Increasing and Reducing Friction
In real life, there are circumstances where we have to increase the friction and minimise the friction. Friction can be increased by increasing the roughness of the surfaces in contact. For example, treading of shoes and tyres is done to increase friction. When friction is undesirable we have to reduce the friction. Friction can be minimised by using lubricants like oil and grease and by using ball bearing between machine parts. A substance that is introduced between two surfaces in contact, to reduce friction, is called a lubricant. Fluid friction can be minimised by giving suitable shapes to the objects moving in the fluids.","Effects, Property, Examples, Defintion"
"Friction Is A Necessary Evil 
There are instances in daily life where friction is a necessity. For example, without friction, we cannot hold objects in our hands; we cannot walk and cannot light a match stick. Sometimes friction is not desirable, for example  friction between machinery parts, which causes wear and tear. As friction is advantageous to us it is considered as a friend but due to its disadvantages it is a foe. Depending on the circumstance, friction can be a help or a hindrance. Thus it is a necessary evil. ","Reasoning, Examples"
Paragraph ,Ans Types
"FRICTION
Friction is a contact force which acts on a moving object in the direction opposite to the direction of the motion of the object.
",Definition
"FACTORS AFFECTING FRICTION
Nature of the surfaces in contact
How hard the surfaces are pressed together",Causes
"Friction is less on a smooth surface.
Surfaces pressed hard against each other have more friction between each other.",Property
"FRICTION: A NECESSARY EVIL
Without friction, we won’t be able to walk. Without friction, we won’t be able to write. Friction plays an important role in our daily life. It is a necessary evil.","Reasoning, Effects"
"INCREASING AND REDUCING FRICTION
To increase friction, the surface is roughened or grooved. For e.g. Soles of the shoes are grooved.
To reduce friction, the surface is smoothened or lubricated. For e.g. Grease is used to reduce the friction between the moving parts of vehicles.","Property, Example, Reasoning"
"REDUCING FRICTION USING WHEELS
Rolling friction is less than sliding friction. Therefore, wheels are used in luggage bags so they can be moved easily.","Property, Reasoning"
"FLUID FRICTION
Gases and liquids are commonly known as fluids. The frictional force exerted by fluids is called fluid friction or drag,
Fluid friction can be reduced by streamlining the body. Streamlining is changing the shape of an object in such a way that the drag is minimum.","Definition, Property"
Paragraph ,Ans Types
"Introduction to Sound
Sound is a form of energy that travels in the form of vibrations through the air or any another medium.
Vibration is defined as a rapid to and fro or up and down movement about a mean position.
Vibrations travel through a medium such as air and reach our ears where they are interpreted by the brain as sound.
Human beings are capable of producing sound which originates from the larynx or the voice box in the neck. The sound produced is controlled by thin membranous structures known as vocal cords that stretch across the larynx.
The vibrating body can be- a stretched animal hide (as in drums and table), stretched strings (as in guitar and sitar), or air columns (as in flute or pipes).","Defintion, Causes, Property"
"Simple pendulum
You can produce slower vibration in a simple pendulum. It consists simply of a weight hanging by a thread. When the ball is given a small push, it performs to and fro movements which you can easily observe. These slow vibrations are also known as oscillations.","Reasoning, Property"
"Characteristics of vibration
The important characteristics of vibrations are its frequency, amplitude and time period. These determine the characteristics of the sound produced.",Property
"Frequency:
The number of vibrations made by the vibrating body in one second is known as its frequency.
The SI unit of frequency is the hertz (Hz).",Definition
"Amplitude:
The maximum extent of vibration of the vibrating body from its mean position is known as its amplitude.",Definition
"Time period:
The time taken by the vibrating body for one complete vibration is known as the time period of vibration. It is denoted by T.
T=1/f and f=1/T
Time period and frequency are reciprocals of each other.","Definition, Formula, Relation"
"Characteristics of sound
Sound can be characterized by the loudness, pitch and quality.",Property
"Loudness:
Based on the amplitude of a sound wave, we can determine the loudness of the sound. When the amplitude is high, it will produce a sound that is loud and when the amplitude is low, it will produce a sound that is soft.
Loudness is proportional to the square of the amplitude. This means that if the amplitude is doubled, the loudness increases four times.","Property, Relation"
"Pitch:
Pitch denotes the shrillness or flatness of a sound. Sound can be high or low.
A woman’s voice generally has a high pitch than a man’s voice. This is because the frequency of a woman’s voice is higher.","Definition, Property"
"Quality (Timbre):
The quality of a sound is that property by virtue of which two sounds of the same pitch and loudness produced by the two different musical instrument or people can be distinguished.",Definition
"How sound travel?
Sound travels through a medium in the form of waves. When vibrations take place, they are transmitted through a medium and form alternate compression and rarefactions.
Compressions are regions in the medium where the particles are closer whereas rarefactions are regions in the medium where the particles are spread out.","Definition, Property, Reasoning"
"Speed of sound:
The speed of sound changes with the change in medium. Speed also depends on the physical state and temperature of the medium. At higher temperature, the speed of sound is higher, while at lower temperature, the speed decreases.
The speed of sound is maximum in solids (5920m/s in steel), lesser in liquids (1480m/s in water) and minimum in gases (330m/s in air).",Property
"How does human hear sound?
Sound travels in the form of waves of vibrating air molecules. When these waves reach our ears we hear the sound.",Property
"The ear has three parts: Outer ear, Middle ear and Inner ear.
",Property
"Outer Ear:
It consists of the pinna, ear canal, and the eardrum or the tympanum. The pinna gathers the sound waves and then leads to the ear canal from where they strike the eardrum.","Definition, Property"
"Middle Ear:
The vibrations from the eardrum are transmitted to three closely-packed bones called the hammer, anvil and stirrup. These three bones finally transmit the vibrations to the inner ear.","Definition, Property"
"Inner Ear:
This consists of cochlea, which is a long coiled tube. It contains a fluid and has numerous cells with hair. These sensitive hair cells transmit the vibrations to the brain through the auditory nerve, for the brain to register the sound.",Property
"Audible and inaudible sounds:
Audible sounds are those that can be heard while inaudible sounds are those that cannot be heard.
Human can hear sounds with frequency between 20Hz and 20,000Hz.
Low frequency sounds which cannot be hear are called infrasonics.
Objects that vibrate at frequencies of above 20,000Hz produce sound which also cannot be heard by us. Such sounds are called ultrasonics.","Definition, Property, Reasoning"
"The echo:
Sound heard after reflection from a surface is called echo.
Just like heat or light, when sound falls on a surface, it is partly reflected and partly absorbed.
Soft surfaces are better absorbers of sound whereas hard surfaces are better reflectors of sound.","Definition, Property"
"Uses of Echo:
Echo is used in SONAR (Sound Navigation and Ranging) to find the depth of seas or distance of submarines.
In concert halls, echo is desirable to some extent, because it enhances the sound and produces a pleasing effect.
Bats use the principle of echolocation to avoid hitting against obstacles in their path.","Definition, Property, Reasoning, Example"
Sounds can be classified as musical sounds and noise.,Types
"Musical sounds:
The sounds produced by a tuning fork, violin, veena, flute and piano are pleasing to the ear. They are called musical sounds. They are produced by regular, periodic vibrations.","Definition, Causes"
"Noise:
Certain sounds such as thunder, the rattling of wheels on a rough road, or a large number of people talking at the same time inside a room are unpleasant to hear. These sounds are called noise and produced by irregular and non-periodic vibrations.","Definition, Causes"
"Musical instruments:
Musical instruments are categorized into three types:
Stringed instruments, wind instruments and percussion instruments. ",Types
"Stringed instruments:
Stringed instruments make use of a string or wire to produce vibrations and sound. The frequency of sound is varied by varying the length of the vibrating wire.
In a sitar, the shorter the length of the wire, the higher the pitch it produces.
","Defintion, Property"
"Wind instruments:
Wind instruments use the principle of a vibrating air column to produce sound. The frequency is varied by changing the length of the vibrating air column.
Flute, shehnai and clarinet are some well known wind instruments.","Definition, Examples, Property"
"Percussion instruments:
They are instruments in which vibrations of a stretched animal hide produce sound. The frequency of vibration can be increased by stretching the hide more.
Table, drums and mrindangam are some examples of percussion instruments.","Definition, Examples, Property"
"Noise pollution:
Too much noise in our surroundings is known as noise pollution.
The loudness of sound is measured in decibels (dB).
",Definition
"Sources of noise pollution:
The sources of noise pollution include road traffic, jet planes, trains, construction sites, factories, uses of loudspeakers, lighting of crackers during festivals, and noise from radio and television.",Causes
"Harmful effects of noise pollution:
Sudden exposure to high noise level can cause permanent deafness by rupturing the eardrum.
Noise environment causes headache and inability to concentrate on work.
High noise levels can also lead to nervous tension and increase of blood pressure.
",Effects
"How to control noise pollution?
Vehicles should be fitted with more effective silencers.
Restricting the use of loudspeakers or amplifiers in public places.
Using sound absorbing materials like curtains and rugs inside the home and planting trees along the roadside helps to reduce noise.",Reasoning
Paragraph ,Ans Types
"Sound:
(i) Sound is a form of energy like heat energy, light energy, potential energy and kinetic energy. It causes a sensation of hearing in our ears.
(ii) Sound helps us communicate with each other. 

","Definition, Property"
"Production of Sound:
(i) Sound is produced due to the vibration of object.
(ii) The motion of materials or objects causes vibration.
(iii) Vibration is a kind of rapid to and fro motion of an object a central position. It is also referred to as oscillation.
Examples:
(a) A stretched rubber band when plucked vibrates and produces sound.
(b) In the music room of your school you hear the sounds made by musical instruments like flute, tabla, harmonium, guitar  etc. because of vibration.
(c) When a spoon is beaten on the plate, it starts vibrating and produces sound.","Definition, Property, Examples"
"Sound Produced by Humans:
(i) In humans sound is produced because of vibration of his voice box or larynx.
(ii) It is situated at the upper end of windpipe. There are two stretched membranes called vocal cords attached in larynx with a narrow slit between them for passes air.
(iii) Muscles attached to the vocal cords can make the cords tight or loose. When the vocal cords are tight and thin, produce different type or quality of voice.

","Definition, Property"
"Propagation of Sound:
(i) The travelling of sound is called propagation of sound.
(ii) Sound is propagated by the to and fro motion of particles of the medium.","Definition, Property"
"Sound needs a medium to propagate:
(i) A medium is necessary for the propagation of sound waves.
(ii) The matter or substance through which sound is transmitted is called a medium. The medium can be solid, liquid or gas.
(iii) Sound cannot travel in vacuum. A true vacuum refers to the complete absence of matter. Sound wave can travel only through matter. So, sound needs a physical medium in order to propagate anywhere.
(iv) We hear sound which comes to us through air medium particles.
(v)Aquatic animals communicate as sound travels through water.","Definition, Property, Reasoning"
"We hear Sound through Our Ears:
(i) The funnel shaped outer ear collects the sound. The sound wave passes through the ear canal to thin and stretched membrane called eardrum or tympanum. The ear drum vibrates and produces vibrations.
(ii) The vibrations are amplified by the three bones of the middle ear called hammer, anvil and stirrup. The middle ear then transmits the sound wave to the inner ear.
(iii) In the inner ear the sound wave converted into electrical signals by cochlea and send to the brain through the auditory nerves. The brain interprets the signals as sound. That is how we hear.","Property, Reasoning"
"Amplitude, Time Period and Frequency of a Sound:
(i) Sound is produced by to and fro motion of an object is known as vibration. This motion is also called oscillatory motion.
(ii) Sound propagates from one place to another in the form of waves, i.e. because of the disturbance of particles of the medium.
(iii) Wave is a phenomenon or disturbance in which energy is transferred from one point to another without any direct contact between the points. So, sound is considered as a wave.","Definition, Property"
"1. Amplitude:
(i) In a sound wave, the maximum displacement associated with the particle constituting a wave is called its amplitude.
(ii) It is represented by ‘A’. SI unit is metre.",Definition
"2. Frequency:
(i) The number of vibrations and osscillations completed by an object in one second is the frequency of the sound.
(ii) Frequency = Number of Oscillation/ Total time","Definition, Formula, Relation"
"ⱱ = 1/T
(iii) Frequency is expressed in hertz. It is represented by Hz.
(iv) A frequency of 20 Hz is twenty oscillation per second.
(v) If an object oscillates or vibrates 80 times in 1 second, then its frequency will be equal to 80 hertz.

",Formula
"3. Time period:
(i) The time taken by object or the particle of the medium for completing one oscillation or vibration is called the time period.
(ii) It is represented by ‘T’. SI unit is Second.
(iii) Time period = Time/ Numbers of oscillation or vibration.","Definition, Formula, Relation"
"Loudness and Pitch:
1. Loudness:
(i) Loudness of sound is the measure of sound energy reaching the ear per second.
(ii) Loudness or softness of a sound depends upon its amplitude.
(iii) Loudness of sound is proportional to the square of the amplitude of the vibration producing the sound.

                               Loudness  α  (Amplitude)2
If the amplitude becomes twice, the loudness increases by a factor of 4.
(iv) Loudness of sound is measured in decibel (dB).

","Definition, Formula, Relation"
"2. Pitch or Shrillness:
(i) Pitch is the sensation (Brain interpretation) of the frequency of an emitted sound.
(ii) The pitch of sound (Shrillness or flatness) depends on the frequency of vibration.
(iii) Sound with greater frequency is shriller and has higher pitch. Sound with lower frequency is less shrill and of lower pitch.","Definition, Relation"
"Examples:
(i) Children and women produce high frequency sound so their sound is shriller or higher pitch. On the other hand, an adult male produces lower frequency sound so his sound is less shrill or lower pitch.
(ii) A drum produces lower frequency sound which is less shrill or lower pitch, while a whistle produces higher frequency sound which is shriller or higher pitch.","Examples, Reasoning"
"Audible and Inaudible Sound:
(i) Sounds of frequency range between 20 Hz to 20,000 Hz are called audible sound. The human beings can hear the sound range between 20 hertz to 20,000 hertz.
(ii) Sound of frequency below 20 hertz and above 20,000 hertz is called sound of inaudible range. Humans cannot hear the sound of inaudible range.
(iii) Many animals, such as dogs, cats, etc. can hear the sound with frequency above 20,000 hertz.",Definition
"Noise and Music:
1. Noise: It is the sound that is unpleasant to hear. (E.g., Sound produced by vehicles)
2. Music: It is the sound that is pleasant to hear. (E.g., Sound coming out of musical instruments)

","Definition, Examples"
"Noise Pollution:
(i) Presence of excessive, loud, unwanted or unbearable sound to our ears sounds in the environment is called noise pollution.
(ii) Examples: sounds of vehicles, explosions including bursting of crackers, machines, loudspeakers, television with high volume, loudspeakers etc","Definition, Examples"
"Problems due to Noise Pollution:
(i) Due to noise pollution many types of health related problems occurs, such as lack of sleep (insomnia), hypertension (High blood pressure), loss of hearing, anxiety, etc. Sound above 80 dB is very painful to hear.
(ii) A person who is exposed to loud sound continuously may get permanent or temporary impairment of hearing or loss of hearing.","Property, Reasoning"
"Measures to Limit Noise Pollution:
Noise can be limited or controlled by controlling the noise source. Noise pollution can be controlled by taking following steps:
(i) TV, radio or loudspeakers should be played at low volume.
(ii) By installing high quality silencing devices in vehicles, air craft engines, industrial machines and home appliances.
(iii) We should not use loud vehicle horns.
(iv) Noise producing industries should be set up away from residential areas.
(v) Trees absorb sound. So plantation of trees should be done along the road sides and around buildings
(vi) Awareness campaign and noisy operations should be done to make people aware about the harmful effects of noise pollution and measures to control noise pollution.",Reasoning
Paragraph ,Ans Types
"Introduction
Sound is a form of energy and it comes from vibrations. These vibrations create sound waves which move through mediums such as air and water before reaching our ears. Understand how sound waves come from vibrations in the form of compression and rarefaction and how your ears give you the ability to hear them.","Definition, Property"
"The difference between Musical sound and noise - Music is produced by periodic vibrations, having regular wave pattern e.g. sound of musical instruments. Noise is produced by irregular vibrations, having irregular wave pattern. e.g.. sound produced by moving vehicle.","Definition, Example"
"Learn about the characteristics of sound
•   Loudness-It distinguishes between loud and feeble sound
•   Pitch-It distinguishes between shriller and flatter sound.
•   Timbre or quality-It distinguishes one sound from other having same loudness and pitch.","Definition, Property"
"Learn about free(natural ) vibrations - When we strike the keys of a piano, various strings set in vibrations at their natural frequencies in absence of any external force on it. Damped vibrations - When a body is made to vibrate in a medium, the amplitude of vibrating body continuously decreases with time and ultimately body stops vibrating. Such vibrations are called the damped vibrations.","Definition, Property, Reasoning"
"When we want to tune a radio or TV set, we merely adjust the values of electronic components to produce vibrations of frequency equal to that of radio waves which we want to receive. Learn how this matching is done due to resonance. Resonance is the phenomenon when the frequency of an applied periodic force is equal to its the natural frequency, the body readily begins to vibrate with an increased amplitude. Understand the conditions of resonance and forced vibrations.","Definition, Reasoning"
"Sound needs a medium to propagateThe traveling of sound is called propagation of sound. Sound cannot propagate in the absence of a medium. The place where there is no air or air is removed, is called vacuum. Sound does not propagate (travels) through vacuum.Sound travels through solid, liquid and gas.We usually hear sound which comes to us through air.Aquatic animals communicate as sound travels through water also.We hear the sound through ear","Definition, Property"
"Vibrations Produce soundHow is sound produced? From loudspeakers to guitars, all sound-producing devices share one common feature: vibration. The amount of vibration, as well as the speed of the vibration, produce the different sounds our ears can recognize.In this blog post, weï¿½ll look at the science behind sound and study how instruments like the guitar and piano create sound. We'll also look at how modern hi-fi systems produce sound, as well as factors that can affect the clarity of sound.","Causes, Property, Reasoning"
"In simple terms, sound is vibration. The complex internal structure of our ears can respond to the waves produced by vibration, whether in the form of bass drum or an acoustic guitar.",Reasoning
"When an instrument produces vibrations, it creates oscillating sound waves. Some of these waves are audible to humans, while others are very deep or high-pitched, and fall outside the human range of hearing.",Property
"A variety of metrics are used to measure soundï¿½s intensity, volume and pitch. The pitch of sound is measures in hertz. One hertz (Hz) refers to the complete cycle of sound waves per second. Thus, 5,000Hz is equal to 5,000 cycles per second.",Property
"The human ear can generally perceive sound between 20Hz and 20,000Hz. Animals can often hear sound that humans canï¿½t. For example, dogs can hear sounds at very high frequencies ï¿½ often above 20,000Hz ï¿½ but cannot hear low frequency sounds.","Property, Examples"
"All sound is created through vibration. In fact, some people can perceive sounds by focusing solely on the vibration an instrument creates. Ludwig van Beethoven, who famously went deaf late in his life, continued to compose by using the vibration of his piano to ï¿½listenï¿½ to his compositions.","Causes, Property, Reasoning"
"Sound requires two components to be audible to the human ear: vibration, as well as amplification. Amplification can be provided by physical devices like the hollow body of a guitar, or by electrical hi-fi systems and speakers.",Property
"Letï¿½s start with the guitar. Acoustic guitars produce sound through the vibration of their strings. This sound is amplified by the guitarï¿½s hollow body, and the different strings each produce a different frequency ï¿½ and thus different pitch ï¿½ of sound.
The neck of a guitar contains anywhere from 12 to 24 frets. By pressing on each of these frets, the player changes the tension of the string, leading to a new frequency and a different pitch of note or chord.","Property, Reasoning"
"On a piano, sound is created in almost exactly the same way. Instead of plucking the strings, piano players push keys which trigger hammers that push the strings inside the piano. The body of the piano amplifies this sound just like the body of a guitar.","Property, Reasoning"
"While other instruments use different methods to create vibration and sound waves, the principles are the same: sound waves are created through vibration, and pitch is manipulated by changing the frequency of the vibration and sound waves","Property, Reasoning"
"If youï¿½ve ever taken the protective covers off a pair of hi-fi speakers, youï¿½ll know that they vibrate when you play music. Speakers produce sound using vibration, just like a piano or guitar. However, the design of speakers lets them create a far wider range of sounds than a piano or guitar could produce.","Property, Reasoning"
