Paragraph,Labels
"Speed of sound. The speed of sound is more in solids, less in liquids and least in gases. The speed of sound also depends on the temperature of the medium. If the temperature of the medium is more, the speed of sound is more.",Property
"Reflection of Sound. Sound gets reflected at the surface of a solid or liquid and follows the laws of reflection. The angle of incidence is equal to the angle of reflection.
The incident ray, the reflected ray and normal at the point of incidence all lie in the same plane.",Property
"Echo. If we shout or clap near a reflecting surface like tall building or a mountain, we hear the same sound again. This sound which we hear is called echo. It is caused due to the reflection of sound. To hear an echo clearly, the time interval between the original sound and the echo must be at least 0.1 s. Since the speed of sound in air is 344 m/s, the distance travelled by sound in 0.I s = 344. So to hear an echo clearly, the minimum distance of the reflecting surface should be half this distance that is 17.2 m.","Definition, Property, Examples"
"Reverberation.Echoes may be heard more than once due to repeated or multiple reflections of sound from several reflecting surfaces. This causes persistence of sound called reverberation. In big halls or auditoriums to reduce reverberation, the roofs and walls are covered by sound absorbing materials like compressed fibre boards, rough plaster or draperies.","Definition, Reasoning, Examples"
"Uses of Multiple Reflection Of Sound. i) Megaphones, horns, musical instruments like trumpets, etc. are deigned to send sound by multiple reflection in a particular direction without spreading in all directions. ii) Doctors listen to sounds from the human body through a stethoscope. The sound of heartbeat reaches the doctor’s ears by multiple reflection. iii) Generally the ceilings of cinema halls and auditoriums are curved so that sound after multiple reflection reaches all parts of the hall. Sometimes a curved sound board is placed behind the stage so that sound after multiple reflection spreads evenly across the hall.",Examples
"Range of Hearing.Human beings can hear sound frequencies between 20 Hz and 2000 Hz., called as audible range of sound.Sound whose frequency is less than 20 Hz is called infrasonic sound.Sound whose frequency is more than 2000 Hz is called ultrasonic sound",Definition
" Uses of ultrasonic sound.Ultrasonic sound is used to clean objects like electronic Components, used to detect cracks in metal blocks, used in ultra sound scanners for getting images of internal organs of the human body used to break small stones formed in the kidneys into fine grains.","Examples, Reasoning"
"Sonar.It is a device which uses ultrasonic waves to measure distance, direction and speed of underwater objects. The distance of the object can be calculated by knowing the speed of sound in water and the time taken between the transmission and reception of ultrasound","Definition, Reasoning"
"The sound waves passes through the ear canal to a thin membrane called eardrum. The eardrum vibrates. The vibrations are amplified by the three bones of the middle ear calledhammer, anvil and stirrup. Middle ear then transmits the sound waves to the inner ear. The brain then interprets the signals as sound.",Reasoning
"Work is defined as a force acting upon an object to cause a displacement
It is expressed as the product of force and displacement in the direction of force. 
            W=F x s 
Here,   W= work done on an object 
            F = Force on the object 
            s = Displacement of the object 
The unit of Work is Newton metre (Nm) or joule (J). 
1 Joule is defined as the amount of work done by force of 1 N when displacement is 1 m.",Definition
"When both the force and the displacement are in the same direction, positive work is done. W = F x s. When force acts in a direction opposite to the direction of displacement, the work done is negative. W= − F x s. Angle between force and displacement is 180o. If force and displacement are inclined at an angle less than 180o, then work done is given as: W= Fs cosθ. If force and displacement act at an angle of 90° then work done is zero.
",Property
Necessary Conditions for Work to be done. Two conditions need to be satisfied for work to be done: Force should act on the object. Object must be displaced.,Causes
Energy.The capacity of a body to do work is called the energy of the body. Unit of energy = Joules. 1KJ = 1000 J,Definition
"Forms of Energy .The various forms of energy are potential energy, kinetic energy, heat energy, chemical energy, electrical energy and light energy.",Types
Kinetic Energy. It is the energy possessed by a body due to its motion. Kinetic energy of an object increases with its speed. Kinetic energy of body moving with a certain velocity = work done on it to make it acquire that velocity,Definition
Potential EnergyThe energy possessed by a body due to its position or shape is called its potential energy. For Example: Water stored in a dam  has large amount of potential energy due to its height above the ground. A stretched rubber band possesses potential energy due to its distorted shape.,"Definition, Examples"
"Types of Potential Energy. On the basis of position and change in shape of object, potential energy is of two type: 1. Gravitational Potential Energy: It is the energy possessed by a body due to it position above the ground.2.Elastic Potential Energy: It is the energy possessed by a body due to its change in shape.","Types, Definition"
"Expression for Potential Energy. The potential energy (Ep) is equal to the work done over an object of mass ‘m’ to raise it by a height ‘h’. Thus, Ep = mgh, where g = acceleration due to gravity.",Definition
"Law of Conservation of Energy. It states that energy can neither be created nor destroyed, but it can be transformed from one form to another. The total energy before and after the transformation remains the same.",Definition
Power.The time rate of doing work is defined as power (P). Power= work/time,Definition
"sI unit of Power is Joule per second or Js1.
1 watt is the power when 1J of work is done in 1s.
The bigger unit of power is Kilowatt and represented by kW. 
1kW = 1000W",Definition
Some another units to measure power are: 1 Megawatt = 106 watt . 1 horse power = 746 watt,Definition
Commercial unit of energy . Commercial unit of energy is kilo watt hour (kWh). The unit kilowatt-hour means one kilowatt of power supplied for one hour.,Definition
"Work Done•   Work done on an object is defined as the magnitude of the force multiplied by the distance moved by the object in the direction of the applied force.
      Work done = force × distance = F × s      1 Joule = 1 Newton × 1 metre.      The unit of work is joule.",Definition 
Work done by a force acting obliquely is equal to W = F cos θ × s,"Formula, Definition"
Work done on a body moving in circular path is zero.,Property
The energy of a body is its capacity of doing work. The S. I. unit of energy is Joule (1 KJ = 1000 J).,Definition 
"Form of energy : (P.E & K.E.), heat energy, light energy, sound energy etc.",Types
Kinetic energy is the energy possessed by a moving body by virtue of its motion.   Kinetic energy,Definition 
Potential energy is the energy possessed by the body due to its position or shape. Potential energy = mgh,Definition 
"Law of conservation of energy states that whenever energy gets transformed from one form to another, the total energy remains unchanged. i.e., energy can neither be created nor destroyed.",Definition 
Power•   Power is defined as the rate of doing work. S.I. unit of power is Watt. (W).•   Commercial unit of energy is kWh (kilowatt –hour).,Definition 
"Work.When force is exerted on an object and object is displaced, work is said to be done.
Work=Force×Displacement
Or, 
W=F×s
Where, W is work
‘F’ is force and 
‘s’ is displacement.
If force, F = 0
Therefore, work done, W = 0×s =0
If displacement, s = 0
Therefore, Work done, 
W= F×0 = 0",Definition
"there are two conditions for work is considered done.

Force should act on the object.
Object must be displaced.
In the absence of any one of the above two conditions, work done will be equal to zero, that is work is not considered as done.","Causes, "
"SI unit of work.The SI unit of Force is newton (N) and the SI unit of displacement is meter (m). Therefore by substituting the SI units of Force and displacement in the expression, W=F×s we get W=N×m. Thus, unit force is Nm. The SI unit of work is joule and is denoted as ‘J’, which is named after an English physicist James Prescott Joule. The 1 joule of work done is equal to 1N×1m.
Or, 1 joule = Nm",Definition
"Direction of Force Positive and negative work.When force is applied in the direction of displacement, the work done is considered as positive.i.e. W=F×s. When force is applied in opposite direction of displacement, the work done is considered as negative.
i.e. W=–F×s=–Fs
For example, when engine works to accelerate or move the vehicle, the work done is positive. But when brakes are applied to stop a moving vehicle, i.e. work done against the direction of displacement of the vehicle, the work done is considered as negative.","Examples, Definition"
"Energy

Energy is the capacity of doing work.

An object which can do more work is said to have more energy and vice versa. For example, a motorcycle has more energy than a bicycle.

","Definition, Examples"
"SI unit of energy

Since energy is capacity of doing work, therefore, the SI unit of energy is same as of work.

Thus, the SI unit of energy is joule and is denoted by ‘J’.

Larger unit of energy is kilo joule and is denoted by kJ.

1kJ = 1000 J",Definition
"Forms of Energy

There are many forms of energy, such as kinetic energy, potential energy, mechanical energy, chemical energy, electrical energy, etc.

",Types
"Law of Conservation of Energy

Energy cannot be created and cannot be destroyed. We can only change the form of energy. This law is called the Law of Conservation of Energy.",Definition
"Kinetic Energy

Kinetic energy is the energy possessed by an object because of motion. For example, a fast moving pebble can injure a person or break glass pane of window, energy of moving vehicle, a fast moving wind can damage many house, or wind can move blades of wind mill, etc.","Examples, Definition"
"Kinetic Energy Possessed by a moving object

Suppose, the mass of a moving object = m

The initial velocity of a moving object = u

The acceleration of the object = a

The final velocity of the object = v

Displacement of object to achieve the final velocity = s.


 
",Definition
"Therefore, if an object of mass ‘m’ is moving with a constant velocity,
Thus, the Kinetic Energy 
(Ek)=12mv2 ----(v)
From the above equation it is clear that kinetic energy of a moving object increases with increase of mass and velocity of the object.",Definition
"Potential Energy.Energy possessed by an object because of its position is called potential energy. For example; when a stone is kept at a height, it possesses some energy because of its height. Because of this potential energy, object kept at a height falls over the ground.A stretched rubber band possesses some energy because of its position. Because of that energy, when the stretched rubber band is released it acquires its original position by movement. A stretched catapulted possesses potential energy because of its stretched string and is able to do some work.A stretched bow possesses energy because of its position of stretched string.","Definition, Examples"
"The potential energy (Ep) is equal to the work done over the object

Therefore, Ep = mgh

Where, ‘h’ is height, ‘m’ is mass and ‘g’ is acceleration due to gravitiy.

The potential energy of an object depends upon the mass and height (position) of the object and not upon the path.",Definition
"Law of Conservation of Energy

According to Law of conservation of energy; energy can neither be created nor be destroyed rather the form of energy can be converted from one form to another form.

Law of conservation of Energy states that the total energy of a system remains unchanged before and after transformation.

Example: When an object having potential energy is dropped from a height, the potential energy is changed into kinetic energy.

The sum of potential energy and kinetic energy remains constant at every point of the falling of object.
i.e. mgh + 1/2mv2 = constant at every point","Definition, Examples, Formula"
"The sum of potential energy and kinetic energy is the total mechanical energy of the object falling from a height.

During free fall of the object, the potential energy starts decreasing and converting into kinetic energy with decrease of height from the ground.","Definition, Examples"
"Various Forms of Energies are convertible
One form of energy can be converted into other form.
Example:Heat energy is converted into electrical energy in thermal power stations.
Electrical energy is converted using an electric bulb into light energy.
Electrical energy is converted into heat energy using an electric heater.
Chemical energy is converted into electrical energy using an electric cell.
",Definition
"Power. Rate of doing work is called power. For example; a more powerful engine can do more work in less time, such as an aero plane covers more distance in less time than a car consequently aero plane is more powerful than a car. Since power is the rate of doing work ∴ Power=WorkTime ⇒ P=Wt ⇒ P=Wt Where, ‘P’ is power, ‘W’ is work done, and ‘t’ is time taken in work done.",Definition
"SI unit of power.The SI unit of work done is joule.SI unit of time is second. Therefore, SI unit of power is equal to joule per second or Js – 1. The SI unit of power is watt named after James Watt, the inventor of steam engine, and is denoted by ‘W’. 1 W = 1 J s –1.The bigger unit of power is kilo watt and is written as kW. 1 kilowatt = 1000 watt Or, 1 kW = 1000 W Or, 1kW = 1000 J s –1.The average power can be calculated after dividing total work done by total time taken.
",Definition
"Since joule is very small thus, large quantity of energy is expressed in kilo watt hour and is written as kWh.

If a machine uses 1000 joule of energy in one second and the machine runs for one hour, then it is said that the machine will consume energy 1kWh.

1 kWh = 1 kW x 1 h

Or, 1kWh = 1000 joule x 3600 s

Or, 1 kWh = 3600000 joule

Or, 1kWh = 3.6 x 106 joule

Electric consumption in households is measured in kWh and generally called unit. Therefore, 1 unit of electricity is equal to 1kWh.

Energy = Power X time

Thus, by knowing any two of three, third can be calculated using the expression Energy = power x time.

If an electric appliance consumes 1000 joule of energy in one second and runs for one hour, it will consume 1unit of electricity, i.e. 1kWh of electricity.","Examples, Definition, Formula"
"Work: When a force acts on an object and the object shows displacement, the force has done work on the object.",Definition
"Two conditions need to be satisfied for work to be done:
(i) A force should act on object
(a) The object must be displaced
Work = Force x Displacement Unit of workdone = Joule = Newton x metre 1 Joule work is said to be done when 1 Newton force is applied on an object and it shows the displacement by 1 meter.","Formula, Causes, Definition"
" Energy
The capacity of a body to do work is called the energy of the body.
Unit of energy = Joules 1KJ = 1000 J",Definition
"Forms of Energy: The various forms of energy are potential energy, kinetic energy, heat energy, chemical energy, electrical energy and light energy.",Types
 Kinetic Energy: Energy possessed by a body due to its motion. Kinetic energy of an object increases with its speed.,Definition
"Potential Energy
The energy possessed by a body due to its position or shape is called its potential energy.",Definition
"When an object is raised through a height, work is said to be done on it against gravity.
The energy possessed by such an object is called the gravitational potential energy. GPE = work done in raising a body from the ground to a point against gravity.",Definition
Mechanical Energy: The gum of kinetic energy and potential energy is called mechanical energy.,Definition
"Law of Conservation of Energy:
Energy can neither be created nor destroyed, it can only be transformed from one form to another. The total energy before and after transformation remains the same.",Definition
"Potential energy + Kinetic energy = Constant (Mechanical energy)
A body of mass ‘m’ is raised to height ‘h’ at A its potential energy is maximum and kinetic energy is 0 as it is stationary.
When body falls at B, h is decreasing hence potential energy decreases and V is increasing hence kinetic energy is increasing.
When the body is about to reach the ground level, h = 0, v will be maximum hence kinetic energy –> potential energy
Decrease in potential energy = Increase in kinetic energy
This shows the continual transformation of gravitational potential energy into kinetic energy.","Formula, Reasoning, Definition"
"Two conditions are need to be satisfied for work to be done in science :-
A force should act on object.
The object must be displaced.
If either of these conditions does not satisfy, we say work done is zero.",Causes
"We define work done as : Work done by 1N force in displacing the object 1m will be 1N-m.
Unit of work is (N-m) or Joule (J).
Work is scalar quantity. It has only magnitude, no direction.
If displacement is in the direction of force, then work is taken as positive.
If displacement is in the opposite direction of force, then work is taken as negative.",Definition
"Energy.An object having a capability to do work is said to possess energy.The object which does work looses energy and in accordance with the law of conservation of energy the object on which work is done gains energy. The energy possessed by an object is thus measured in terms of its capacity of doing work. The unit of energy is, therefore, the same as that of work, that is, joule (J).",Definiton
Mechanical energy can be further divided into Kinetic energy Potential energy,Types
Kinetic energy (K.E.) It is the energy possessed by an object due to its motion.,Definition
"Potential energy (P.E.).The energy possessed by an object by virtue of its position or configuration is called as potential energy. Potential energy is a relative term, you can choose reference position where it is zero.",Definition
"An object’s energy increases when it is raised through a height, this is because work is done on it against gravity while it is being raised.
The energy present in such an object is the gravitational potential energy.
The gravitational potential energy of an object at a point above the ground is defined as the work done in raising it from the ground to that point against gravity","Reasoning, Definition"
"Work done by gravity depends only on vertical height difference of initial and final positions.
In both the cases shown, WD is same, thus the potential energy is mgh.",Reasoning. Formula
"Law of conservation of energy. Energy can neither be created nor be destroyed. It can be converted to one form to another, but total energy remains constant.",Definition
"Power. Power is defined as the rate of doing work or the rate of transfer of energy. If a body does a work W in time t, then power is given by: Power = work/time. The unit of power is Watt. 1 W = 1 J/s. Average power = Total WD / Total time","Definition,  Formula"
Speed: Distance travelled by the object in unit time.,Definition
The SI unit of speed is metre per second. This is represented by the symbol m s–1 or m/s.,Definition 
Speed is a scalar quantity; it only has direction.,Definition
speed = distance / time,Equation
Velocity: Velocity is the speed of an object moving in a definite direction.,Definition
The SI unit of velocity is also metre per second.,Definition
Velocity is a vector quantity; it has both magnitude and direction.,Definition
"In most cases, objects will be in non-uniform motion. Therefore, we describe the rate of motion of such objects in terms of ‘average’.",Definition
average speed = Total distance travelled / Total time taken,Equation
average velocity = (initial velocity + final velocity ) / 2,Equation
average velocity = displacement / time ,Equation
"Consider yourself going to a shop on a cycle, you stop cycle many times on the way and then you come from the shop to your home. Distance from shop to home = 3 km, time taken from home to shop = 1 hour and time taken from shop to home = 2 hour. Average speed = total distance / total time = (3+3) / (1+2) = 2 km/hr. Average velocity = displacement / total time = (3-3) / (1+2) = 0 km/hr",Example
Acceleration: It is a measure of the change in the velocity of an object per unit time.,Definition
Acceleration can be caused either by change in direction of motion or change in speed or both.,Causes
acceleration = change in velocity / taken time ,Equation
SI unit is ms-2.,Definition
It is a vector quantity; the acceleration is taken to be positive if it is in the direction of velocity and negative when it is opposite to the direction of velocity.,Defintion
"When you apply brakes on a car the velocity is in forward direction but acceleration is in backward direction, so acceleration will be negative. It is also called deceleration.",Causes. Effects
When you are increasing the speed of a car the acceleration is positive as velocity and acceleration are in both in the forward direction,"Causes, Effects"
"Distance-Time Graph : In this graph, distance is taken along the y-axis and time is taken along the x–axis. For uniform speed, a graph of distance travelled against time is a straight line, as rate of change of change of distance with respect to time is constant.",Defintion
"Velocity-Time Graph : In this graph, velocity is taken along the y-axis and time is taken along the x–axis. For uniform acceleration, a graph of velocity against time is a straight line. The area enclosed by velocity-time graph and the time axis will be equal to the magnitude of the displacement.",Definition
"Position-Time Relation : A car having initial velocity u , is being subjected to a uniform acceleration a for a time period of t , after the time t the final velocity of the car is v. In the time interval of time t , it covers a distance of s. Now we need to derive relation between s,u,a,t graphically.",Definition
"Position–Velocity Relation : A car having initial velocity u , is being subjected to a uniform acceleration a for a time period of t , after the time t the final velocity of the car is v. In the time interval of time t , it covers a distance of s. Now we need to find relation between s,u,v,a graphically.",Definition
"Uniform Circular Motion : In circular motion the direction of speed i.e. velocity, changes at every moment. When an object moves in a circular path with uniform speed, its motion is called uniform circular motion. In uniform circular motion speed of object remains constant, but its velocity changes at every moment, thus providing acceleration.",Definition
Definition ,"
"
An object is said to be in motion when its position changes with time.,Definition 
We describe the location of an object by specifying a reference point. Motion is relative. The total path covered by an object is said to be the distance travelled by it.,Definition 
The shortest path/distance measured from the initial to the final position of an object is known as the displacement.,Definition 
"Uniform motion: When an object covers equal distances in equal intervals of time, it is said to be in uniform motion.",Definition 
Non-uniform motion: Motions where objects cover unequal distances in equal intervals of time.,Definition 
Speed: The distance travelled by an object in unit time is referred to as speed. Its unit is m/s.,Definition 
"Average speed: For non-uniform motion, the average speed of an object is obtained by dividing the total distance travelled by an object by the total time taken. Average speed = total distance travelled / total time taken","Definition, Formula"
Velocity: Velocity is the speed of an object moving in definite direction. S.I. unit is m/s. average velocity = initial velocity + final velocity / 2 ,"Definition, Formula"
Acceleration: Change in the velocity of an object per unit time. a = v - u / t,"Definition, Formula"
 Distance-time graph: For a distance-time graph time is taken on x-axis and distance is taken on y-axis,Definition 
"Uniform circular motion: When a body moves in a circular path with uniform speed, its motion is called uniform circular motion.",Definition
Motion occurs when an object changes its position with time.,Causes
"When a body covers equal distance in equal interval of time, it is moving with uniform motion.",Definition 
When a body covers unequal distance in equal interval of time. it is moving with non-uniform motion.,Definition 
"Relative motion: when two objects are moving in a plane (either in same direction or opposite) each have relative motion with respect to second. e.g. a person sitting in a train and watching a tree, in this case tree is stable but is assumed to be moving but with respect to train.","Definition, Examples"
Distance: How far an object has moved. It has only magnitude without direction.,Definition
Displacement: How far and in what direction an object has moved from its start position. i.e. the direct distance between intial and final points.,Definition 
Speed = the distance an object travels in a given amount of time,Definition
SI unit of speed is m/s,Definition
Constant speed: speed doesn’t change,Definition 
"Changing speed: Riding a bike for 5 km. Take off and increase speed, slow down up hill, speed up down hill, stop for stop sign. The trip took you 15 min (.25 h)",Examples
Average speed = total distance / total time,Formula
Instantaneous speed: speed at any given time.,Definition 
Velocity: includes speed and direction.,Definition 
Storm is moving at 20km/hr.,Examples
Suppose two trains are going with the same speed in opposite direction so they are having different velocities.,Examples
"Race car going around an oval track might have constant speed, but different velocities at each point.",Examples
Any change in velocity over a period of time is called acceleration.,Definition 
The sign (+ or -) of indicates its direction. + sign shows the acceleration and – sign shows de-acceleration.,Definition 
Uniform (constant) acceleration equation: a = v / t,Formula
Galileo Galilei Italian physicist and astronomer Formulated laws of motion for objects in free fall,Definition 
A freely falling object is any object moving freely under the influence of gravity alone.,Defintion 
It does not depend upon the initial motion of the object,Definition 
Dropped – released from rest,Defintion 
Thrown downward,Defintion 
Thrown upward,Definition 
"The acceleration of an object in free fall is directed downward, regardless of the initial motion",Definition 
The magnitude of free fall acceleration (gravitational acceleration) is g = 9.80 m/s^2,Definition 
g decreases with increasing altitude,Definition 
"g varies with latitude, height and depth from earth surface.",Definition 
9.80 is the average at the Earth’s surface,Definition 
The italicized g will be used for the acceleration due to gravity,Definition 
Acceleration and velocity are in opposite directions when ball goes upward. Acceleration is uniform. Velocity is decreasing in upward motion (red arrows are getting shorter). Positive velocity and negative acceleration. Velocity becomes zero at maximum height. Time duration flight in going upward and coming back is always same.,Reasoning 
Equations of motion: When object is moving in straight line x = xo + vot + ½ at2  .,Formula
"when object is coming vertically downward- v =  vo + gt , h =  vot + ½ gt, vo2 + 2ah",Formula
"when object is coming vertically up -  v =  vo + gt , h =  vot + ½ gt, vo2 - 2ah",Formula
Instantaneous acceleration is zero where slope is constant,Defintion 
Instantaneous acceleration is zero where slope is constant. Instantaneous acceleration is positive where curve is concave up. Instantaneous acceleration is negative where curve is concave down,Defintion 
Uniform Circular Motion : In this kind of motion the object moves on circle with fix speed but the direction changed by the time so the velocity of the change so its called acceleration motion acceleration is called centrifugal acceleration.It is directed toward the centre.,Defintion 
Force: It is a push or pull on an object that produces acceleration in the body on which it acts. S.I. unit of force is Newton.,Definition
A force can do three things on a body. It can change the speed of a body. It can change the direction of motion of a body. It can change the shape of a body.,Effects
Balanced forces: Forces are said to be balanced forces if they nullify one another and their resultant force is zero,Definition
"Unbalanced forces: When two opposite forces acting on a body, move a body in the direction of the greater force or forces which brings motion in a body are called as unbalanced forces.","Definition, Causes"
First law of motion: An object remains in a state of rest or of uniform motion in a straight line unless acted upon by an external unbalanced force.,Definition
Inertia: The natural tendency of an object to resist a change in their state of rest or of uniform motion is called inertia.,Definition
The mass of an object is a measure of its inertia. Its S.I. unit is kg. A body with greater mass has greater inertia.,Definition 
Frictional force: The force that always opposes the motion of objects is called force of friction.,Definition 
Second law of motion: The rate of change of momentum of an object is proportional to the applied unbalanced force in the direction of the force. Mathematically : F = k ma (where k is a proportionality constant). F = ma (∵ k = 1),"Definition, Formula"
Momentum: The momentum of an object is the product of its mass and velocity and has the same direction as that of the velocity. Its S.I. unit is kg m/s.,Definition 
(p = mv),Formula
1 Newton: A force of one Newton produces an acceleration of 1 m/s2 on an object of mass 1 kg.,Definition 
"Third law of motion: To every action, there is an equal and opposite reaction and they act on two different bodies.",Definiton 
"Conservation of momentum: If the external force on a system is zero, the momentum of the system remains constant i.e., in an isolated system, the total momentum remains conserved.",Definition 
"Suppose A and B are two balls, they have mass mA and MB and initial velocities uA and uB as shown in above figure before collision. The two bodies collide and force is exerted by each body.",Property
"The sum of momenta of the two objects before collision is equal to the sum of momentum after the collision, provided there is no external unbalanced force acting on them. This is known as the law of conservation of momentum.",Definition 
A push or pull on a body is called force.,Definition 
It can change the speed of a body. It can change the direction of Force and Laws of Motion of a body. It can change the shape of a body.,Effects
" Balanced Forces:  If the resultant of applied forces is equal to zero, it is called balanced forces.",Definition 
For example: In the tug of war game when the force applied by both teams is equal in magnitude then the rope does not move in either side. This is due to the balanced forces in which resultant of applied forces comes out to be zero.,Example
"Balanced forces do not cause any change of state of an object. Balanced forces are equal in magnitude and opposite in direction. Balanced forces can change the shape and size of an object. For example: When we press a balloon from opposite sides, the size and shape of balloon is changed.",Effects
"Unbalanced Forces:  If the resultant of applied forces are greater than zero, the forces are called unbalanced forces.",Definition 
"To move an object unbalanced forces are to be applied from the opposite directions. In case of unbalanced forces acting on a body, it moves a in the direction of the greater force. ",Causes
"Unbalanced forces can change the speed and position of an object, Change the shape and size of an object.",Effects
Muscular Force: The force exerted by the human body muscles is called muscular force.,Definition 
Gravitational Force: The attractional force applied by earth on an object in downward direction is called gravitational force.,Definition 
"Frictional Force: The force which opposes the Force and Laws of Motion of an object while being in contact with the other object, is known as frictional force.",Definition 
Air Resistance: Force which is exerted on the objects while flying in air is named as air resistance. It acts in a direction opposite to the velocity of the object. ,Definition 
There are three laws of Force and Laws of Motion those formed by Newton.,Defintion
"Newton’s First Law of Force and Laws of Motion or Law of Inertia. It states that any object will remain in the state of rest or in uniform Force and Laws of Motion along a straight line, until it is compelled to change the state by applying external force.",Definition 
"Inertia is a property or tendency of every object to resist any change in its state of rest or of uniform Force and Laws of Motion. It is measured by mass of an object. The heavier the object, the greater will be its inertia.",Definition 
"Application of Newton's first law of Force and Laws of Motion: When a straight moving bus suddenly stops down, the passengers sitting inside fall in forward  direction. This is because the body of the passenger initially moving in straight line tends to move the same way even after the brakes are applied , making the passenger fall in forward direction. When we hit a carpet it loses inertia of rest and moves. But the dust in it retains inertia of rest and is left behind. Thus dust and carpet are separated. When a tree is shaken, it moves to and fro. But fruit remains at rest due to its inertia of rest. Due to this fruit breaks off the tree.","Causes, Effects, Examples"
"Momentum: The momentum of a body is defined as the product of its mass and velocity. Thus, momentum = mass × velocity Or, p = m x v  where, p = momentum m = mass of the body v = velocity of the body . The Sl unit of momentum is kilograms meters per second (kg.m/s)","Defintion, Formula"
"Change in momentum: It is defined as the difference between final momentum and initial momentum. Let u be the initial momentum of a body and v be its final momentum, then Change in momentum = mv - mu",Definition 
Rate of change of momentum: The rate at which the momentum of an object is changing is known as rate of change of momentum.,Definition 
Rate of change of momentum = (mv - mu )/t = m(v - u)/t ,Definition 
Applications of Momentum: A small bullet can penetrate into the body of a man and kill him when fired from a gun because it has a large momentum due to its great velocity. A person gets severely injured when hit by a fast moving vehicle which is due to the momentum of vehicle due to large mass and high velocity.,"Examples, Causes, Effects"
"We need to put some effort to make a stationary object move, For Example, a push, a hit or a pull.",Definition 
"What is a force? Whenever we push or pull an object a force acts upon them and makes them move from one place to another. Hence, force can initiate motion in a motionless object, change (increase or decrease) the velocity of the moving object, alter the direction of a moving object, change the shape and size of an object.","Definition, Effects, Property"
Balanced Forces - When equal amount of forces are applied on an object from different directions such that they cancel out each other. They do not change the state of rest or motion of an object. They may change the shape and size of an object.,"Definition, Property"
Unbalanced Force – When forces applied to an object are of different magnitude(or not in opposite directions so as to cancel). They can alter state of rest or motion of an object. They can cause acceleration in an object. They can change the shape and size of an object,"Definition, Property, Effects"
What is the force of friction? It is a force extended when two surfaces are in contact with each other. It always acts in a direction opposite to the direction of motion of the object.,Definiton
Galileo’s Observation - He observed the motion of objects on an inclined plane. When a marble is rolled down an inclined plane its velocity increases.,Definition 
Galileo’s Arguments - When a marble is rolled down from the left – It will go up on the opposite side up to the same height at which it is dropped down. If the inclination of planes is equal – The marble would travel equal distances while climbing up as travelled while rolling down. If we decrease the angle of inclination of the right plane – The marble would travel further until it reaches its original height. If the right side plane is made flat – Marble would travel forever to achieve the same height. ,"Definition, Example, "
"Galileo's Inference We need an unbalanced force to change the motion of the marble but no force is required when the marble is moving uniformly. In other words, objects move at a constant speed if no force acts upon them.","Definition, Reasoning"
Based on Galileo’s ideas Newton presented the three Laws of Motion,Definiton
"First law of motion or The Law of Inertia Whether an object is moving uniformly on a straight path or is at rest, its state would not change until and unless an external force is applied on to it.",Definiton
"Hence, we can say that objects oppose a change in their state of motion or rest. This tendency of objects to remain in the state of rest or to keep moving uniformly is called Inertia.",Definition 
Examples of Inertia. We fall back when a vehicle starts moving in the forward direction because our body is in the rest state and it opposes the motion of the vehicle. We fall forward when brakes are applied in a car because our body opposite the change of state of motion to rest,"Examples, Reasoning "
"Inertia and Mass.The inertia of an object is dependent upon its mass.Lighter objects have less inertia, that is, they can easily change their state of rest or motion.Heavier objects have large inertia and therefore they show more resistance.Hence ‘Mass’ is called a measure of the inertia of an object.","Reasoning, Definition"
 it is easier for a person to push the bucket that is empty rather than the one that is filled with sand. This is because the mass of an empty bucket is less than that of the bucket filled with sand.,Reasoning
"The impact produced by a moving object depends upon its mass and velocity.For Example, a small bullet fired at a high velocity can kill a person.","Reasoning, Examples"
"Momentum – The product of mass and velocity is called Momentum. It is a vector quantity. Its direction is same as that of the object’s velocity. Denoted by – p. SI unit – kg metre per second. p = mv, where m is the mass of the object, v is the velocity of the object.","Definition, Formula"
"The momentum of a stationary object – Let the mass of a stationary object be ‘m’, Let the velocity of a stationary object be ‘v’, The stationary object has no velocity, so v = 0, Therefore, p = m*v = m*0 = 0. So, the momentum of a stationary object is zero.","Formula, Reasoning"
"We know that the velocity of an object can be changed by applying an unbalanced force on to it. Similarly, the momentum of an object can change by applying an unbalanced force.",Reasoning 
According to the second law of motion – The rate of change of momentum of an object is directly proportional to the applied unbalanced force on the object in the direction of the force.,Definition
For Example – A cricketer when catches a ball pulls his hands in the backward direction to give some time to decrease the velocity of the ball. As the acceleration of the ball decreases the force exerted on catching the moving ball also decreases. If the cricketer would try to stop a moving ball suddenly he would have to apply larger force.,Examples
with help of the second law of motion we can evaluate the amount of force that is being exerted on any object. ,Reasoning
force is directly proportional to acceleration. So the acceleration of an object can change depending upon the change in force applied.,"Effects, Reasoning"
"Action and Reaction Forces. Two forces acting from opposite directions are called Action and Reaction Forces. For Example, a ball when hits the ground (action) bounces back with a certain force reaction.",Definition
"The Third Law of Motion States that – When an object exerts a force on another object, the second object instantly exerts a force back onto the first object. These forces are always equal in magnitude but opposite in direction. These forces act on two different objects always",Definition 
every action has an equal and opposite reaction.,Definition 
The magnitudes of forces acting upon the objects are same but the acceleration produced in them may or may not be the same because the objects can differ in masses.,Property
"For Example, when a bullet is fired from a gun, the gun only moves a little backwards (recoils) while the bullet can travel a large distance. This is because of the difference in the mass of the bullet and the gun.","Example, Reasoning"
